model,scope,tau,budget_r,n,k,events,TP,precision,recall
persistence,fold1,16,0.1,249,25,31,10,0.4,0.3225806451612903
persistence,fold1,17,0.05,249,13,16,0,0.0,0.0
persistence,fold1,17,0.1,249,25,16,1,0.04,0.0625
persistence,fold2,15,0.05,249,13,20,1,0.07692307692307693,0.05
persistence,fold2,15,0.1,249,25,20,2,0.08,0.1
persistence,fold2,16,0.05,249,13,7,0,0.0,0.0
persistence,fold2,16,0.1,249,25,7,1,0.04,0.14285714285714285
persistence,fold2,17,0.05,249,13,1,0,0.0,0.0
persistence,fold2,17,0.1,249,25,1,1,0.04,1.0
persistence,fold3,15,0.05,249,13,55,6,0.46153846153846156,0.10909090909090909
persistence,fold3,15,0.1,249,25,55,12,0.48,0.21818181818181817
persistence,fold3,16,0.05,249,13,33,5,0.38461538461538464,0.15151515151515152
persistence,fold3,16,0.1,249,25,33,7,0.28,0.21212121212121213
persistence,fold3,17,0.05,249,13,12,2,0.15384615384615385,0.16666666666666666
persistence,fold3,17,0.1,249,25,12,3,0.12,0.25
hgbr,overall,15,0.05,747,38,134,19,0.5,0.1417910447761194
hgbr,overall,15,0.1,747,75,134,30,0.4,0.22388059701492538
hgbr,overall,16,0.05,747,38,71,14,0.3684210526315789,0.19718309859154928
hgbr,overall,16,0.1,747,75,71,22,0.29333333333333333,0.30985915492957744
hgbr,overall,17,0.05,747,38,29,6,0.15789473684210525,0.20689655172413793
hgbr,overall,17,0.1,747,75,29,8,0.10666666666666667,0.27586206896551724
hgbr,fold1,15,0.05,249,13,59,6,0.46153846153846156,0.1016949152542373
hgbr,fold1,15,0.1,249,25,59,12,0.48,0.2033898305084746
hgbr,fold1,16,0.05,249,13,31,3,0.23076923076923078,0.0967741935483871
hgbr,fold1,16,0.1,249,25,31,5,0.2,0.16129032258064516
hgbr,fold1,17,0.05,249,13,16,2,0.15384615384615385,0.125
hgbr,fold1,17,0.1,249,25,16,4,0.16,0.25
hgbr,fold2,15,0.05,249,13,20,3,0.23076923076923078,0.15
hgbr,fold2,15,0.1,249,25,20,5,0.2,0.25
hgbr,fold2,16,0.05,249,13,7,2,0.15384615384615385,0.2857142857142857
hgbr,fold2,16,0.1,249,25,7,3,0.12,0.42857142857142855
hgbr,fold2,17,0.05,249,13,1,1,0.07692307692307693,1.0
hgbr,fold2,17,0.1,249,25,1,1,0.04,1.0
hgbr,fold3,15,0.05,249,13,55,11,0.8461538461538461,0.2
hgbr,fold3,15,0.1,249,25,55,20,0.8,0.36363636363636365
hgbr,fold3,16,0.05,249,13,33,8,0.6153846153846154,0.24242424242424243
hgbr,fold3,16,0.1,249,25,33,16,0.64,0.48484848484848486
hgbr,fold3,17,0.05,249,13,12,4,0.3076923076923077,0.3333333333333333
hgbr,fold3,17,0.1,249,25,12,7,0.28,0.5833333333333334
