model,horizon,outer_fold,N,MAE,MSE,RMSE,MASE,date_start,date_end,dataset_sha256,split_sha256,run_id
HGBR,1,1,254,1.6052541441799162,4.153340536464164,2.0379746162462777,1.3833665412240288,2021-09-29,2022-06-09,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57
HGBR,1,2,254,1.512776370244127,3.682705506735302,1.9190376512031497,1.2108145379250794,2022-06-10,2023-02-18,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57
HGBR,1,3,254,1.8767246063948548,5.217485670033565,2.2841816193187365,1.4009259220871664,2023-02-19,2023-10-30,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57
HGBR,3,1,249,1.7642511317648075,5.29249265608617,2.3005418179390196,1.5292859419834137,2021-10-12,2022-06-17,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57
HGBR,3,2,249,1.5457726346779608,3.9481529080879896,1.9869959506974315,1.228769834910569,2022-06-18,2023-02-21,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57
HGBR,3,3,249,1.9808969484138397,6.036866361263907,2.457003533018198,1.4741172141902001,2023-02-22,2023-10-28,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57
HGBR,5,1,249,1.9371433790082746,6.012591743289523,2.452058674520152,1.6693589640873696,2021-10-10,2022-06-15,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57
HGBR,5,2,249,1.4645811096403547,3.5773695606042084,1.891393549900234,1.1620285524453096,2022-06-16,2023-02-19,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57
HGBR,5,3,249,2.0198500913560267,6.123932261188993,2.4746580089355765,1.5021165361117497,2023-02-20,2023-10-26,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57
