fold,w_y_pred_enet,w_y_pred_persist,w_y_pred_hgbr,train_mae
1,0.42857142857142855,0.19047619047619047,0.38095238095238093,1.6377231642738717
2,0.2173913043478261,0.391304347826087,0.391304347826087,1.7572465959615589
3,0.2142857142857143,0.28571428571428575,0.5,1.565029955421855
