model,horizon,outer_fold,threshold,nominal_budget_r,N,events,k,realized_alarm_fraction,TP,FP,FN,TN,precision,recall,specificity,false_positive_rate,false_alarm_fraction_of_alarms,missed_event_fraction,random_expected_recall,recall_enrichment_over_random,date_start,date_end,score_context,dataset_sha256,split_sha256,alarm_run_id
HGBR,5,3,17,0.05,249,12,13,0.05220883534136546,4,9,8,228,0.3076923076923077,0.3333333333333333,0.9620253164556962,0.0379746835443038,0.6923076923076923,0.6666666666666666,0.05220883534136546,6.384615384615385,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HGBR,5,3,17,0.1,249,12,25,0.10040160642570281,5,20,7,217,0.2,0.4166666666666667,0.9156118143459916,0.08438818565400844,0.8,0.5833333333333334,0.10040160642570281,4.15,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,15,0.05,249,59,13,0.05220883534136546,10,3,49,187,0.7692307692307693,0.1694915254237288,0.9842105263157894,0.015789473684210527,0.23076923076923078,0.8305084745762712,0.05220883534136546,3.246414602346806,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,15,0.1,249,59,25,0.10040160642570281,15,10,44,180,0.6,0.2542372881355932,0.9473684210526315,0.05263157894736842,0.4,0.7457627118644068,0.10040160642570281,2.5322033898305083,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,16,0.05,249,31,13,0.05220883534136546,6,7,25,211,0.46153846153846156,0.1935483870967742,0.9678899082568807,0.03211009174311927,0.5384615384615384,0.8064516129032258,0.05220883534136546,3.707196029776675,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,16,0.1,249,31,25,0.10040160642570281,9,16,22,202,0.36,0.2903225806451613,0.926605504587156,0.07339449541284404,0.64,0.7096774193548387,0.10040160642570281,2.891612903225807,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,17,0.05,249,16,13,0.05220883534136546,2,11,14,222,0.15384615384615385,0.125,0.9527896995708155,0.04721030042918455,0.8461538461538461,0.875,0.05220883534136546,2.394230769230769,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,17,0.1,249,16,25,0.10040160642570281,3,22,13,211,0.12,0.1875,0.9055793991416309,0.0944206008583691,0.88,0.8125,0.10040160642570281,1.8675,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,15,0.05,249,20,13,0.05220883534136546,0,13,20,216,0.0,0.0,0.9432314410480349,0.056768558951965066,1.0,1.0,0.05220883534136546,0.0,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,15,0.1,249,20,25,0.10040160642570281,2,23,18,206,0.08,0.1,0.8995633187772926,0.10043668122270742,0.92,0.9,0.10040160642570281,0.9960000000000001,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,16,0.05,249,7,13,0.05220883534136546,0,13,7,229,0.0,0.0,0.9462809917355371,0.05371900826446281,1.0,1.0,0.05220883534136546,0.0,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,16,0.1,249,7,25,0.10040160642570281,1,24,6,218,0.04,0.14285714285714285,0.9008264462809917,0.09917355371900827,0.96,0.8571428571428571,0.10040160642570281,1.4228571428571428,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,17,0.05,249,1,13,0.05220883534136546,0,13,1,235,0.0,0.0,0.9475806451612904,0.05241935483870968,1.0,1.0,0.05220883534136546,0.0,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,17,0.1,249,1,25,0.10040160642570281,0,25,1,223,0.0,0.0,0.8991935483870968,0.10080645161290322,1.0,1.0,0.10040160642570281,0.0,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,15,0.05,249,55,13,0.05220883534136546,11,2,44,192,0.8461538461538461,0.2,0.9896907216494846,0.010309278350515464,0.15384615384615385,0.8,0.05220883534136546,3.8307692307692314,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,15,0.1,249,55,25,0.10040160642570281,13,12,42,182,0.52,0.23636363636363636,0.9381443298969072,0.061855670103092786,0.48,0.7636363636363637,0.10040160642570281,2.354181818181818,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,16,0.05,249,33,13,0.05220883534136546,6,7,27,209,0.46153846153846156,0.18181818181818182,0.9675925925925926,0.032407407407407406,0.5384615384615384,0.8181818181818182,0.05220883534136546,3.482517482517483,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,16,0.1,249,33,25,0.10040160642570281,11,14,22,202,0.44,0.3333333333333333,0.9351851851851852,0.06481481481481481,0.56,0.6666666666666666,0.10040160642570281,3.32,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,17,0.05,249,12,13,0.05220883534136546,4,9,8,228,0.3076923076923077,0.3333333333333333,0.9620253164556962,0.0379746835443038,0.6923076923076923,0.6666666666666666,0.05220883534136546,6.384615384615385,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,17,0.1,249,12,25,0.10040160642570281,7,18,5,219,0.28,0.5833333333333334,0.9240506329113924,0.0759493670886076,0.72,0.4166666666666667,0.10040160642570281,5.8100000000000005,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,1,15,0.05,249,59,13,0.05220883534136546,7,6,52,184,0.5384615384615384,0.11864406779661017,0.968421052631579,0.031578947368421054,0.46153846153846156,0.8813559322033898,0.05220883534136546,2.272490221642764,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,1,15,0.1,249,59,25,0.10040160642570281,13,12,46,178,0.52,0.22033898305084745,0.9368421052631579,0.06315789473684211,0.48,0.7796610169491526,0.10040160642570281,2.1945762711864405,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,1,16,0.05,249,31,13,0.05220883534136546,5,8,26,210,0.38461538461538464,0.16129032258064516,0.963302752293578,0.03669724770642202,0.6153846153846154,0.8387096774193549,0.05220883534136546,3.0893300248138957,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,1,16,0.1,249,31,25,0.10040160642570281,10,15,21,203,0.4,0.3225806451612903,0.9311926605504587,0.06880733944954129,0.6,0.6774193548387096,0.10040160642570281,3.2129032258064516,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,1,17,0.05,249,16,13,0.05220883534136546,0,13,16,220,0.0,0.0,0.944206008583691,0.055793991416309016,1.0,1.0,0.05220883534136546,0.0,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,1,17,0.1,249,16,25,0.10040160642570281,1,24,15,209,0.04,0.0625,0.8969957081545065,0.10300429184549356,0.96,0.9375,0.10040160642570281,0.6225,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,2,15,0.05,249,20,13,0.05220883534136546,1,12,19,217,0.07692307692307693,0.05,0.9475982532751092,0.05240174672489083,0.9230769230769231,0.95,0.05220883534136546,0.9576923076923078,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,2,15,0.1,249,20,25,0.10040160642570281,2,23,18,206,0.08,0.1,0.8995633187772926,0.10043668122270742,0.92,0.9,0.10040160642570281,0.9960000000000001,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,2,16,0.05,249,7,13,0.05220883534136546,0,13,7,229,0.0,0.0,0.9462809917355371,0.05371900826446281,1.0,1.0,0.05220883534136546,0.0,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,2,16,0.1,249,7,25,0.10040160642570281,1,24,6,218,0.04,0.14285714285714285,0.9008264462809917,0.09917355371900827,0.96,0.8571428571428571,0.10040160642570281,1.4228571428571428,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,2,17,0.05,249,1,13,0.05220883534136546,0,13,1,235,0.0,0.0,0.9475806451612904,0.05241935483870968,1.0,1.0,0.05220883534136546,0.0,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,2,17,0.1,249,1,25,0.10040160642570281,1,24,0,224,0.04,1.0,0.9032258064516129,0.0967741935483871,0.96,0.0,0.10040160642570281,9.96,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,3,15,0.05,249,55,13,0.05220883534136546,6,7,49,187,0.46153846153846156,0.10909090909090909,0.9639175257731959,0.03608247422680412,0.5384615384615384,0.8909090909090909,0.05220883534136546,2.0895104895104897,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,3,15,0.1,249,55,25,0.10040160642570281,12,13,43,181,0.48,0.21818181818181817,0.9329896907216495,0.06701030927835051,0.52,0.7818181818181819,0.10040160642570281,2.173090909090909,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,3,16,0.05,249,33,13,0.05220883534136546,5,8,28,208,0.38461538461538464,0.15151515151515152,0.9629629629629629,0.037037037037037035,0.6153846153846154,0.8484848484848485,0.05220883534136546,2.9020979020979025,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,3,16,0.1,249,33,25,0.10040160642570281,7,18,26,198,0.28,0.21212121212121213,0.9166666666666666,0.08333333333333333,0.72,0.7878787878787878,0.10040160642570281,2.112727272727273,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,3,17,0.05,249,12,13,0.05220883534136546,2,11,10,226,0.15384615384615385,0.16666666666666666,0.9535864978902954,0.046413502109704644,0.8461538461538461,0.8333333333333334,0.05220883534136546,3.1923076923076925,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Persistence,5,3,17,0.1,249,12,25,0.10040160642570281,3,22,9,215,0.12,0.25,0.9071729957805907,0.09282700421940929,0.88,0.75,0.10040160642570281,2.49,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,1,15,0.05,249,59,13,0.05220883534136546,7,6,52,184,0.5384615384615384,0.11864406779661017,0.968421052631579,0.031578947368421054,0.46153846153846156,0.8813559322033898,0.05220883534136546,2.272490221642764,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,1,15,0.1,249,59,25,0.10040160642570281,11,14,48,176,0.44,0.1864406779661017,0.9263157894736842,0.07368421052631578,0.56,0.8135593220338984,0.10040160642570281,1.856949152542373,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,1,16,0.05,249,31,13,0.05220883534136546,3,10,28,208,0.23076923076923078,0.0967741935483871,0.9541284403669725,0.045871559633027525,0.7692307692307693,0.9032258064516129,0.05220883534136546,1.8535980148883375,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,1,16,0.1,249,31,25,0.10040160642570281,6,19,25,199,0.24,0.1935483870967742,0.9128440366972477,0.0871559633027523,0.76,0.8064516129032258,0.10040160642570281,1.927741935483871,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,1,17,0.05,249,16,13,0.05220883534136546,2,11,14,222,0.15384615384615385,0.125,0.9527896995708155,0.04721030042918455,0.8461538461538461,0.875,0.05220883534136546,2.394230769230769,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,1,17,0.1,249,16,25,0.10040160642570281,5,20,11,213,0.2,0.3125,0.9141630901287554,0.08583690987124463,0.8,0.6875,0.10040160642570281,3.1125,2021-10-15,2022-06-20,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,2,15,0.05,249,20,13,0.05220883534136546,4,9,16,220,0.3076923076923077,0.2,0.9606986899563319,0.039301310043668124,0.6923076923076923,0.8,0.05220883534136546,3.8307692307692314,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,2,15,0.1,249,20,25,0.10040160642570281,5,20,15,209,0.2,0.25,0.9126637554585153,0.08733624454148471,0.8,0.75,0.10040160642570281,2.49,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,2,16,0.05,249,7,13,0.05220883534136546,3,10,4,232,0.23076923076923078,0.42857142857142855,0.9586776859504132,0.04132231404958678,0.7692307692307693,0.5714285714285714,0.05220883534136546,8.208791208791208,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,2,16,0.1,249,7,25,0.10040160642570281,4,21,3,221,0.16,0.5714285714285714,0.9132231404958677,0.08677685950413223,0.84,0.42857142857142855,0.10040160642570281,5.691428571428571,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,2,17,0.05,249,1,13,0.05220883534136546,1,12,0,236,0.07692307692307693,1.0,0.9516129032258065,0.04838709677419355,0.9230769230769231,0.0,0.05220883534136546,19.153846153846153,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,2,17,0.1,249,1,25,0.10040160642570281,1,24,0,224,0.04,1.0,0.9032258064516129,0.0967741935483871,0.96,0.0,0.10040160642570281,9.96,2022-06-21,2023-02-24,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,3,15,0.05,249,55,13,0.05220883534136546,10,3,45,191,0.7692307692307693,0.18181818181818182,0.9845360824742269,0.015463917525773196,0.23076923076923078,0.8181818181818182,0.05220883534136546,3.482517482517483,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,3,15,0.1,249,55,25,0.10040160642570281,17,8,38,186,0.68,0.3090909090909091,0.9587628865979382,0.041237113402061855,0.32,0.6909090909090909,0.10040160642570281,3.0785454545454547,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,3,16,0.05,249,33,13,0.05220883534136546,7,6,26,210,0.5384615384615384,0.21212121212121213,0.9722222222222222,0.027777777777777776,0.46153846153846156,0.7878787878787878,0.05220883534136546,4.062937062937063,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
Ridge,5,3,16,0.1,249,33,25,0.10040160642570281,12,13,21,203,0.48,0.36363636363636365,0.9398148148148148,0.06018518518518518,0.52,0.6363636363636364,0.10040160642570281,3.621818181818182,2023-02-25,2023-10-31,retrospective_offline_top_k,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,retrospective_h5_alarm_budget_1a7fa526c263_6ed147cd_f83baf57
