n_points,model,MAE,RMSE,MASE1,MASE7,n
120,hybrid_point,1.6348887513143529,2.1485030790396378,1.2084710875626383,0.8137715888724845,120
120,enet,1.7107259168370565,2.278138197655119,1.264528126197965,0.8515198030145059,120
120,persistence,1.6854999701182047,2.1802759308065323,1.245881703166661,0.8389634998864128,120
120,hgbr,1.7853776547811422,2.3963028029219364,1.3197089248114506,0.888677966436948,120
138,hybrid_point,1.663024456620048,2.15588441930088,1.236013370521033,0.8461749383951753,138
138,enet,1.7911217380247255,2.3479442087640696,1.3312193982576115,0.9113529992286828,138
138,persistence,1.6599999718044116,2.1681264616548863,1.2337654759358492,0.8446360294258208,138
138,hgbr,1.8192012969518236,2.3999021084562036,1.3520890313733895,0.9256403531823292,138
156,hybrid_point,1.856288295807489,2.375234190392734,1.3921937591351206,0.8833821534234203,156
156,enet,2.003422175059392,2.5770060720372574,1.5025423881247433,0.9534011496044783,156
156,persistence,1.7785897193810878,2.350338179239765,1.3339207670364097,0.8464064660172617,156
156,hgbr,2.036450004114514,2.6317036722455582,1.5273128602503139,0.9691186406965194,156
174,hybrid_point,1.8243790281981638,2.3198348349182663,1.3602446585118015,0.8689996997896327,174
174,enet,1.986779044857332,2.535216247408751,1.4813290120307274,0.946355097731271,174
174,persistence,1.7716091693132774,2.3312516650502193,1.320899808801771,0.8438640285173105,174
174,hgbr,1.9903241293832918,2.5603031317143374,1.483972203064979,0.9480437147024005,174
192,hybrid_point,1.843467861625789,2.3567590458154,1.338029106111692,0.8832985013552752,192
192,enet,2.0213735550848644,2.5778767652410695,1.4671569314166,0.9685420988630637,192
192,persistence,1.8319791456063588,2.386457420549361,1.329690345916387,0.8777936776186089,192
192,hgbr,2.0088859758685964,2.573712666433094,1.4580931745678605,0.9625586693512755,192
210,hybrid_point,1.8152730757748972,2.322364957098479,1.3379132856570204,0.8451457057013154,210
210,enet,1.9887563681912372,2.5368271527624207,1.4657759223373241,0.925915184163396,210
210,persistence,1.8697142737252372,2.4474114459235277,1.378038158876853,0.8704921647409969,210
210,hgbr,1.9698911358195013,2.5257447947420637,1.4518716534072194,0.9171320041896479,210
228,hybrid_point,1.8025834532843434,2.3088363906705984,1.3430921109260525,0.8532802257933857,228
228,enet,1.9478561120572002,2.5007985784345417,1.4513337357870673,0.9220472428507397,228
228,persistence,1.8376315685740687,2.399142375042592,1.3692062123634585,0.8698707829038264,228
228,hgbr,1.9978049299348826,2.5362445128551916,1.4885502447477845,0.9456912735995666,228
246,hybrid_point,1.7928019063032699,2.2806338268749786,1.326517476658348,0.8334558488814736,246
246,enet,1.9337373812609417,2.467801576466866,1.4307974698662935,0.8989753552504557,246
246,persistence,1.8889837342549145,2.432215261424936,1.397683663656601,0.8781698280336407,246
246,hgbr,1.9733561055337427,2.495820315449913,1.4601118798777968,0.9173937077490181,246
264,hybrid_point,1.7544184185837797,2.2394601177906384,1.3160640245426696,0.8244839378638913,264
264,enet,1.8830689721586056,2.4179289482440263,1.4125702875320891,0.8849428990194433,264
264,persistence,1.8824242317315303,2.414560139453478,1.412086640260575,0.884639905092462,264
264,hgbr,1.919003319874892,2.435603917047243,1.4395261731827806,0.9018301433597132,264
282,hybrid_point,1.6939739576878927,2.183886523233953,1.2818621350297166,0.8197417413847097,282
282,enet,1.8127511298288115,2.3516901480867127,1.3717430678400204,0.877219960270934,282
282,persistence,1.8397162958239832,2.370647167835293,1.392148118990382,0.8902688457212039,282
282,hgbr,1.8540647118507565,2.3723681759259163,1.4030058367958425,0.8972122792294459,282
300,hybrid_point,1.674973351227073,2.1584685816017113,1.275252173883214,0.8190236979959471,300
300,enet,1.7761680540599571,2.3165323310805186,1.3522974383219355,0.868505595526479,300
300,persistence,1.8440666516621909,2.3614496737617108,1.403992490146155,0.9017064583677775,300
300,hgbr,1.8068196760499344,2.3301834489706925,1.3756342559179462,0.8834935383336967,300
318,hybrid_point,1.6388512800659383,2.1226039388601476,1.2606242406495487,0.7992014692291,318
318,enet,1.7418361160180433,2.279869853453442,1.3398414229525808,0.8494230074506331,318
318,persistence,1.813238986633109,2.3228910604064703,1.3947653752624531,0.8842432988320694,318
318,hgbr,1.7854059763907157,2.2992642098512075,1.373355886904,0.870670265726897,318
336,hybrid_point,1.6453084559949276,2.139511685248898,1.22565783910101,0.8115174413090073,336
336,enet,1.7369774070447288,2.26654067414341,1.293945805437641,0.85673142676709,336
336,persistence,1.842559522106534,2.384571559243879,1.3725982590385755,0.9088078186137102,336
336,hgbr,1.7958249265656965,2.3151830622258176,1.3377837395038754,0.885756858621544,336
354,hybrid_point,1.6449305945861328,2.1267818499948947,1.2346597849514152,0.8183851610776871,354
354,enet,1.7379832508620785,2.257598472785579,1.304503687767098,0.8646806785577159,354
354,persistence,1.854406782462772,2.3878425572459987,1.3918894127104429,0.9226036638653355,354
354,hgbr,1.7670982360718213,2.28088711594628,1.3263569510574977,0.8791659534617582,354
372,hybrid_point,1.637428163610676,2.1174224699023014,1.2183587299532803,0.8184113797144066,372
372,enet,1.7382910793706423,2.252471590534403,1.293407649152105,0.8688241916371645,372
372,persistence,1.8590591415282218,2.3895874559061356,1.383267360923993,0.9291858970068055,372
372,hgbr,1.7437680552473818,2.2543629081382437,1.2974828944187153,0.8715616670779562,372
390,hybrid_point,1.6427364113285707,2.121450227730462,1.1883521124518135,0.8168255449589182,390
390,enet,1.745714146251659,2.25199617922402,1.2628459922900186,0.8680296479830658,390
390,persistence,1.8660512826381586,2.407064271079309,1.3498976271385117,0.9278654477680125,390
390,hgbr,1.7300294047340585,2.238508463312434,1.2514996828108083,0.8602306502562836,390
408,hybrid_point,1.6131343715680548,2.090561833584007,1.1725705335306895,0.8113523427471623,408
408,enet,1.708610651680292,2.2151367341409727,1.2419712447695848,0.8593737009868654,408
408,persistence,1.8514951070149739,2.3875113642157872,1.3458324636351713,0.9312397771310719,408
408,hgbr,1.6925120277198022,2.2001974762401497,1.230269323082731,0.8512766344959616,408
426,hybrid_point,1.6181000789219044,2.0872662507378643,1.1749001155640881,0.8184850760762882,426
426,enet,1.6989922245077926,2.195622461166458,1.2336357849056345,0.8594028257237347,426
426,persistence,1.8650469623261214,2.398570343014856,1.3542078886921365,0.9433984490393322,426
426,hgbr,1.6896536001110674,2.188542516401444,1.2268550233038968,0.8546790606121885,426
444,hybrid_point,1.592153890853439,2.0633230204460005,1.160053580194253,0.8114707412021186,444
444,enet,1.6750307372228948,2.170599706579857,1.2204381842820913,0.853710462084795,444
444,persistence,1.837184699806007,2.3706900716907433,1.3385846058798136,0.9363552346548927,444
444,hgbr,1.6671224369886493,2.163516203260538,1.2146761457927906,0.8496798502892906,444
462,hybrid_point,1.5974785448283473,2.071715499409467,1.1516734849525878,0.8167710562186,462
462,enet,1.6769775827464974,2.173293160544304,1.2089868894712144,0.8574179327472279,462
462,persistence,1.8517965527323934,2.3909298836816797,1.3350194881882835,0.9468007136457162,462
462,hgbr,1.6699510822221653,2.17083909628433,1.2039212600315723,0.8538253697839513,462
480,hybrid_point,1.600208881951366,2.0734815606761057,1.1237355947823673,0.8121667373407334,480
480,enet,1.6894336034797668,2.180212887848612,1.1863930369743771,0.8574516696962452,480
480,persistence,1.857687528928121,2.3900136663895815,1.3045481897926832,0.9428469222894713,480
480,hgbr,1.6850909511124301,2.1852648726599533,1.1833434394524642,0.8552476088112163,480
498,hybrid_point,1.6467151807828788,2.149503148033324,1.1452324106121718,0.8074148341511063,498
498,enet,1.7223975081059713,2.2366606934334046,1.197866803719399,0.8445232755360293,498
498,persistence,1.9378112750838559,2.515208908081092,1.3476794917386143,0.9501446197539317,498
498,hgbr,1.7120055294831182,2.2340216285018792,1.190639548594671,0.8394278966908039,498
516,hybrid_point,1.6639092241412639,2.1592414559857414,1.1389821811398917,0.8129095193504515,516
516,enet,1.736786789733946,2.2436232855126277,1.1888684654459105,0.8485141460679657,516
516,persistence,1.9697093261304752,2.543821957701381,1.3483090254791492,0.9623093846307609,516
516,hgbr,1.7214545174082294,2.232343231540509,1.1783731903900325,0.8410235029811826,516
534,hybrid_point,1.6841689112991236,2.180977595471582,1.1273478807021744,0.8245529143893884,534
534,enet,1.7543974491856036,2.255613922186478,1.1743574133090104,0.8589361316540596,534
534,persistence,2.0012359779872253,2.5830270212368864,1.3395860257440295,0.979785903278194,534
534,hgbr,1.741179508486609,2.252481455418074,1.1655095968374642,0.85246475491004,534
552,hybrid_point,1.701461235525889,2.194600794743268,1.1207473232300313,0.8177577140209352,552
552,enet,1.773851264332315,2.269195971054496,1.1684304142810427,0.8525498698682917,552
552,persistence,2.0168116127235303,2.6016680309226046,1.328467654286883,0.9693216745675162,552
552,hgbr,1.7565838676650605,2.262712084755615,1.1570564327938915,0.8442507993218257,552
570,hybrid_point,1.6962501627710953,2.185857166089219,1.1138419648116786,0.8145380344475119,570
570,enet,1.7643540967971536,2.254820114901583,1.1585623848015374,0.8472414916245501,570
570,persistence,2.028807034408837,2.6022627965425094,1.33221529643835,0.9742315905697372,570
570,hgbr,1.752805344304355,2.253655228493702,1.15097890127415,0.8416957894856407,570
588,hybrid_point,1.6785147584314144,2.1677007453824184,1.102247660363813,0.8083561792599491,588
588,enet,1.7461491792062775,2.2363943167190263,1.146661855523361,0.8409282503063307,588
588,persistence,2.018894573458198,2.587863599061798,1.3257683966955869,0.9722797464434673,588
588,hgbr,1.7389738137654405,2.23509434415796,1.1419499340286647,0.8374726649661283,588
606,hybrid_point,1.6848779066997401,2.175495505844062,1.1073163392399306,0.8045037042982898,606
606,enet,1.7476727373809313,2.234599075308752,1.148585645316409,0.8344872857156257,606
606,persistence,2.0420627263512943,2.610883469861504,1.342061293373345,0.9750540506386085,606
606,hgbr,1.736857943740077,2.2313402841478047,1.1414780693571023,0.8293233854052875,606
624,hybrid_point,1.6900373974929677,2.1859824729321815,1.0846742506088123,0.8067659501148099,624
624,enet,1.7533459574796235,2.248695196577882,1.1253059934107845,0.8369872875975193,624
624,persistence,2.050096175609491,2.626768046315223,1.315761731813671,0.9786456745843763,624
624,hgbr,1.7460108280030495,2.250164412067451,1.1205982715107108,0.8334857480989485,624
642,hybrid_point,1.680141450236971,2.173793049975999,1.0805039161793684,0.8079009849410284,642
642,enet,1.7363054753112794,2.2299525999026995,1.1166231661583672,0.8349076224889483,642
642,persistence,2.047258592468927,2.6191123796111087,1.3165980318398443,0.9844303484396199,642
642,hgbr,1.73025343444133,2.233443243241736,1.1127310808461837,0.8319974807392487,642
660,hybrid_point,1.6681154395639954,2.1676299668056465,1.085949949338995,0.8105883176423663,660
660,enet,1.721170672444754,2.2217451313671877,1.120489122163921,0.8363694781921294,660
660,persistence,2.022409116860592,2.5998046582846985,1.3165965771358865,0.9827504528398194,660
660,hgbr,1.7299927890644502,2.2335852169701638,1.1262323560367073,0.8406564145151176,660
678,hybrid_point,1.669104199485024,2.169069802350143,1.0803083185533322,0.8040709081248635,678
678,enet,1.7224086126753997,2.222332185096578,1.1148089812458915,0.8297496691838029,678
678,persistence,2.0310619714337466,2.607530649395758,1.3145812849276783,0.978439718941742,678
678,hgbr,1.7385961300800488,2.242502388191767,1.1252861639852103,0.8375478113392532,678
696,hybrid_point,1.6705060959919937,2.169860394748419,1.0819718595321621,0.8035185424094068,696
696,enet,1.7174664951046472,2.2164798849451928,1.1123876900844702,0.8261066380389268,696
696,persistence,2.034942552961152,2.6082290489056907,1.3180140936636577,0.9788135930574052,696
696,hgbr,1.749914409759859,2.2549046977903706,1.1334039142345487,0.8417141842493452,696
714,hybrid_point,1.6863805348179974,2.1931134972517663,1.08866473412553,0.8022692471336642,714
714,enet,1.732270247349886,2.232723716556338,1.1182894307234525,0.8241005624056422,714
714,persistence,2.0520028266586174,2.633263732185872,1.3246969266934987,0.9762083520711607,714
714,hgbr,1.7709752730945976,2.278353368544246,1.1432759599745363,0.842513874954847,714
732,hybrid_point,1.7180617014464807,2.221385578943069,1.104282419947474,0.8139315642385123,732
732,enet,1.7600219849412844,2.25635666723988,1.1312523497004696,0.8338102444698816,732
732,persistence,2.0918169699080003,2.684515870325309,1.344513240515394,0.9909980863809629,732
732,hgbr,1.7918985619582153,2.2925832917262374,1.1517409873193993,0.8489117697364748,732
