horizon,model,outer_fold,metric,source_value,recomputed_value,absolute_delta,tolerance,pass,aggregation_method,MASE_method,source_file,source_checksum
1,ElasticNet,1,MAE,1.6003324649776562,1.600332464977656,2.220446049250313e-16,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,1,MASE,1.3791251652651315,1.3791251652651313,2.220446049250313e-16,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,1,MSE,3.995092474216319,3.9950924742163205,1.3322676295501878e-15,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,1,RMSE,1.9987727420135384,1.9987727420135388,4.440892098500626e-16,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,2,MAE,1.3630752959273655,1.3630752959273653,2.220446049250313e-16,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,2,MASE,1.0909949527629406,1.0909949527629403,2.220446049250313e-16,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,2,MSE,3.083969087713024,3.0839690877130237,4.440892098500626e-16,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,2,RMSE,1.7561233122172897,1.7561233122172895,2.220446049250313e-16,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,3,MAE,1.7838863496532262,1.7838863496532262,0.0,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,3,MASE,1.3316245872042756,1.3316245872042758,2.220446049250313e-16,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,3,MSE,4.747633453136895,4.747633453136895,0.0,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,3,RMSE,2.1789064810443093,2.1789064810443093,0.0,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_by_fold.csv,7ef0cba62a430da9e3d99f54f94041f98350ec96e42231389fa95deb32a82c90
1,ElasticNet,pooled,MAE,1.5824313701860826,1.5824313701860826,0.0,1e-12,True,pooled_rows_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_pooled.csv,048c02ccb30746c3cbdd0d7cbee92b630a0512b8c1ea7798f4c38d30df24fbe6
1,ElasticNet,pooled,MASE,1.2672482350774492,1.2672482350774492,0.0,1e-12,True,pooled_rows_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_pooled.csv,048c02ccb30746c3cbdd0d7cbee92b630a0512b8c1ea7798f4c38d30df24fbe6
1,ElasticNet,pooled,MSE,3.942231671688746,3.942231671688746,0.0,1e-12,True,pooled_rows_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_pooled.csv,048c02ccb30746c3cbdd0d7cbee92b630a0512b8c1ea7798f4c38d30df24fbe6
1,ElasticNet,pooled,RMSE,1.985505394525219,1.985505394525219,0.0,1e-12,True,pooled_rows_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/elasticnet/elasticnet_metrics_pooled.csv,048c02ccb30746c3cbdd0d7cbee92b630a0512b8c1ea7798f4c38d30df24fbe6
1,HGBR,1,MAE,1.6052541441799162,1.605254144179916,2.220446049250313e-16,1e-12,True,fold_level_direct,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,revision_2026/04_controlled_reruns/hgbr/hgbr_metrics_by_fold.csv,0abb3b0c65c6f4c1142694fb54f68cd21ee5734fdaf216c1de8dbed3d2f4ca87
