horizon,model,outer_fold,N,MAE,MSE,RMSE,MASE,MASE_period,MASE_method,date_start,date_end,dataset_sha256,split_sha256,source_run_id,artifact_generation_commit,package_freeze_tag,package_freeze_commit,assembly_id
3,ElasticNet,pooled,747,1.7768710675654533,4.9914934892107095,2.2341650541557376,1.4279953850177276,1,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2021-10-15,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57,69cfb2bf8bc181dc1de1e09f0c7477a1a5de7585,elasticnet-corrected-v1,1db2f3472cd48274a5afa4010f446952d76c6042,canonical_h1_h3_reconciliation_9f680046d8619817
3,HGBR,pooled,747,1.763640238285536,5.092503975146022,2.256657700039158,1.410724330361394,1,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2021-10-15,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57,1db2f3472cd48274a5afa4010f446952d76c6042,hgbr-corrected-v1,4d16b4d513e4fd9aa7c1acd85d0b5894ce4d5d62,canonical_h1_h3_reconciliation_9f680046d8619817
3,Persistence,pooled,747,2.025676317670683,6.752268131053822,2.598512676716014,1.6150044626281836,1,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2021-10-15,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,persistence_corrected_2bbf5eba419b_6ed147cd_f83baf57,2bbf5eba419b0650693f1e88326107bf9a346c68,persistence-corrected-v1,41f184a29ff88aaf275f3365267b8c909ce7598a,canonical_h1_h3_reconciliation_9f680046d8619817
3,Ridge,pooled,747,1.7975041211450118,5.084399311840097,2.2548612622155044,1.4452793653103087,1,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2021-10-15,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,ridge_corrected_41f184a29ff8_6ed147cd_f83baf57,41f184a29ff88aaf275f3365267b8c909ce7598a,ridge-corrected-v1,69cfb2bf8bc181dc1de1e09f0c7477a1a5de7585,canonical_h1_h3_reconciliation_9f680046d8619817
