horizon,model,outer_fold,N,MAE,MSE,RMSE,MASE,MASE_period,MASE_denom_train_only,MASE_method,date_start,date_end,dataset_sha256,split_sha256,source_run_id,artifact_generation_commit,package_freeze_tag,package_freeze_commit,assembly_id
3,ElasticNet,1,249,1.9811968352601483,5.99075067948167,2.4476010049600956,1.7173385432008208,1,1.1536437246963565,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2021-10-15,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57,69cfb2bf8bc181dc1de1e09f0c7477a1a5de7585,elasticnet-corrected-v1,1db2f3472cd48274a5afa4010f446952d76c6042,canonical_h1_h3_reconciliation_9f680046d8619817
3,ElasticNet,2,249,1.4603934144955815,3.5316781462843854,1.8792759633125693,1.1608999503397688,1,1.257983870967742,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2022-06-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57,69cfb2bf8bc181dc1de1e09f0c7477a1a5de7585,elasticnet-corrected-v1,1db2f3472cd48274a5afa4010f446952d76c6042,canonical_h1_h3_reconciliation_9f680046d8619817
3,ElasticNet,3,249,1.8890229529406302,5.452051641866072,2.334962878048829,1.4057476615125932,1,1.3437852348993289,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2023-02-25,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57,69cfb2bf8bc181dc1de1e09f0c7477a1a5de7585,elasticnet-corrected-v1,1db2f3472cd48274a5afa4010f446952d76c6042,canonical_h1_h3_reconciliation_9f680046d8619817
3,HGBR,1,249,1.7642511317648075,5.2924926560861705,2.30054181793902,1.5292859419834137,1,1.1536437246963565,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2021-10-15,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57,1db2f3472cd48274a5afa4010f446952d76c6042,hgbr-corrected-v1,4d16b4d513e4fd9aa7c1acd85d0b5894ce4d5d62,canonical_h1_h3_reconciliation_9f680046d8619817
3,HGBR,2,249,1.5457726346779608,3.9481529080879896,1.9869959506974315,1.2287698349105691,1,1.257983870967742,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2022-06-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57,1db2f3472cd48274a5afa4010f446952d76c6042,hgbr-corrected-v1,4d16b4d513e4fd9aa7c1acd85d0b5894ce4d5d62,canonical_h1_h3_reconciliation_9f680046d8619817
3,HGBR,3,249,1.9808969484138397,6.036866361263907,2.457003533018198,1.4741172141902004,1,1.3437852348993289,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2023-02-25,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,hgbr_corrected_1db2f3472cd4_6ed147cd_f83baf57,1db2f3472cd48274a5afa4010f446952d76c6042,hgbr-corrected-v1,4d16b4d513e4fd9aa7c1acd85d0b5894ce4d5d62,canonical_h1_h3_reconciliation_9f680046d8619817
3,Persistence,1,249,1.8459839357429717,5.601704016064258,2.3667919249617735,1.600133468093634,1,1.1536437246963565,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2021-10-15,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,persistence_corrected_2bbf5eba419b_6ed147cd_f83baf57,2bbf5eba419b0650693f1e88326107bf9a346c68,persistence-corrected-v1,41f184a29ff88aaf275f3365267b8c909ce7598a,canonical_h1_h3_reconciliation_9f680046d8619817
3,Persistence,2,249,1.8968674698795183,5.9266,2.4344609259546557,1.5078631071099762,1,1.257983870967742,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2022-06-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,persistence_corrected_2bbf5eba419b_6ed147cd_f83baf57,2bbf5eba419b0650693f1e88326107bf9a346c68,persistence-corrected-v1,41f184a29ff88aaf275f3365267b8c909ce7598a,canonical_h1_h3_reconciliation_9f680046d8619817
3,Persistence,3,249,2.3341775473895585,8.728500377097209,2.9544035569124962,1.7370168126809407,1,1.3437852348993289,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2023-02-25,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,persistence_corrected_2bbf5eba419b_6ed147cd_f83baf57,2bbf5eba419b0650693f1e88326107bf9a346c68,persistence-corrected-v1,41f184a29ff88aaf275f3365267b8c909ce7598a,canonical_h1_h3_reconciliation_9f680046d8619817
3,Ridge,1,249,2.0307162204936144,6.176591976752551,2.485275030404593,1.7602628742836908,1,1.1536437246963565,mean_absolute_scaled_error_over_pooled_rows_using_fold_local_train_denominator,2021-10-15,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,ridge_corrected_41f184a29ff8_6ed147cd_f83baf57,41f184a29ff88aaf275f3365267b8c909ce7598a,ridge-corrected-v1,69cfb2bf8bc181dc1de1e09f0c7477a1a5de7585,canonical_h1_h3_reconciliation_9f680046d8619817
