model,horizon,outer_fold,N,MAE,MSE,RMSE,MASE,date_start,date_end,dataset_sha256,split_sha256,run_id
Ridge,1,1,254,1.5860623448409408,3.9354233847584643,1.9837901564324953,1.3668275444753317,2021-09-29,2022-06-09,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,ridge_corrected_41f184a29ff8_6ed147cd_f83baf57
Ridge,1,2,254,1.3593775618568986,3.072284891843872,1.752793453845567,1.088035314935454,2022-06-10,2023-02-18,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,ridge_corrected_41f184a29ff8_6ed147cd_f83baf57
Ridge,1,3,254,1.7305853542661773,4.495716788097222,2.12031054048628,1.2918367857035502,2023-02-19,2023-10-30,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,ridge_corrected_41f184a29ff8_6ed147cd_f83baf57
Ridge,3,1,249,2.0307162204936144,6.176591976752551,2.485275030404593,1.760262874283691,2021-10-12,2022-06-17,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,ridge_corrected_41f184a29ff8_6ed147cd_f83baf57
Ridge,3,2,249,1.4547782439198813,3.5653179888441158,1.8882049647334676,1.1564363234993729,2022-06-18,2023-02-21,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,ridge_corrected_41f184a29ff8_6ed147cd_f83baf57
Ridge,3,3,249,1.9070178990215394,5.511287969923625,2.3476132496481665,1.4191388981478628,2023-02-22,2023-10-28,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,ridge_corrected_41f184a29ff8_6ed147cd_f83baf57
Ridge,5,1,249,1.9193764982830328,5.941286282067888,2.4374753910691873,1.6540481193022316,2021-10-10,2022-06-15,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,ridge_corrected_41f184a29ff8_6ed147cd_f83baf57
Ridge,5,2,249,1.4576763830933597,3.6686189089332304,1.9153639103139724,1.1565502014399456,2022-06-16,2023-02-19,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,ridge_corrected_41f184a29ff8_6ed147cd_f83baf57
Ridge,5,3,249,1.9425124442766322,5.737295715422008,2.395265270366105,1.4446022883766902,2023-02-20,2023-10-26,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,ridge_corrected_41f184a29ff8_6ed147cd_f83baf57
