model,horizon,outer_fold,N,MAE,MSE,RMSE,MASE,date_start,date_end,dataset_sha256,split_sha256,run_id
ElasticNet,1,1,254,1.6003324649776562,3.995092474216319,1.9987727420135384,1.3791251652651317,2021-09-29,2022-06-09,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57
ElasticNet,1,2,254,1.3630752959273655,3.0839690877130237,1.7561233122172895,1.0909949527629406,2022-06-10,2023-02-18,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57
ElasticNet,1,3,254,1.7838863496532262,4.747633453136895,2.1789064810443093,1.3316245872042756,2023-02-19,2023-10-30,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57
ElasticNet,3,1,249,1.9811968352601483,5.99075067948167,2.4476010049600956,1.7173385432008208,2021-10-12,2022-06-17,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57
ElasticNet,3,2,249,1.4603934144955817,3.531678146284385,1.8792759633125693,1.1608999503397686,2022-06-18,2023-02-21,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57
ElasticNet,3,3,249,1.8890229529406304,5.452051641866073,2.3349628780488296,1.4057476615125934,2023-02-22,2023-10-28,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57
ElasticNet,5,1,249,1.978768560505372,6.258816787647144,2.50176273608173,1.705230015562928,2021-10-10,2022-06-15,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57
ElasticNet,5,2,249,1.471439044105932,3.6269691783205036,1.9044603378176463,1.167469777657996,2022-06-16,2023-02-19,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57
ElasticNet,5,3,249,1.9116236535286582,5.618021829721438,2.370236661120876,1.4216309978033994,2023-02-20,2023-10-26,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,elasticnet_corrected_69cfb2bf8bc1_6ed147cd_f83baf57
