model,horizon,outer_fold,configuration_id,feature_count,tnout_features,non_tnout_features,feature_names,feature_hash,tnout_roll_rule,tnout_roll_includes_day_t
HGBR,5,1,SHORT,29,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; Inflow_roll14; TNin; TNin_roll7; TNin_roll14; TOCin; TOCin_roll7; TOCin_roll14; BODin; BODin_roll7; BODin_roll14; C_N; C_N_roll14; temp_mean_c; temp_roll7; temp_roll14; temp_roll30; precip_total_mm; precip_sum3; precip_sum7; precip_sum14; Inflow_x_precip3; temp_x_CN; Inflow_x_TNin; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; Inflow_roll14; TNin; TNin_roll7; TNin_roll14; TOCin; TOCin_roll7; TOCin_roll14; BODin; BODin_roll7; BODin_roll14; C_N; C_N_roll14; temp_mean_c; temp_roll7; temp_roll14; temp_roll30; precip_total_mm; precip_sum3; precip_sum7; precip_sum14; Inflow_x_precip3; temp_x_CN; Inflow_x_TNin; sin_doy; cos_doy,2e6ae199ba9906045403cb867b959334dd8c2cbbefd55d25b20c8843bee5f2b0,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
HGBR,5,2,SHORT,29,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; Inflow_roll14; TNin; TNin_roll7; TNin_roll14; TOCin; TOCin_roll7; TOCin_roll14; BODin; BODin_roll7; BODin_roll14; C_N; C_N_roll14; temp_mean_c; temp_roll7; temp_roll14; temp_roll30; precip_total_mm; precip_sum3; precip_sum7; precip_sum14; Inflow_x_precip3; temp_x_CN; Inflow_x_TNin; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; Inflow_roll14; TNin; TNin_roll7; TNin_roll14; TOCin; TOCin_roll7; TOCin_roll14; BODin; BODin_roll7; BODin_roll14; C_N; C_N_roll14; temp_mean_c; temp_roll7; temp_roll14; temp_roll30; precip_total_mm; precip_sum3; precip_sum7; precip_sum14; Inflow_x_precip3; temp_x_CN; Inflow_x_TNin; sin_doy; cos_doy,2e6ae199ba9906045403cb867b959334dd8c2cbbefd55d25b20c8843bee5f2b0,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
HGBR,5,3,SHORT,29,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; Inflow_roll14; TNin; TNin_roll7; TNin_roll14; TOCin; TOCin_roll7; TOCin_roll14; BODin; BODin_roll7; BODin_roll14; C_N; C_N_roll14; temp_mean_c; temp_roll7; temp_roll14; temp_roll30; precip_total_mm; precip_sum3; precip_sum7; precip_sum14; Inflow_x_precip3; temp_x_CN; Inflow_x_TNin; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; Inflow_roll14; TNin; TNin_roll7; TNin_roll14; TOCin; TOCin_roll7; TOCin_roll14; BODin; BODin_roll7; BODin_roll14; C_N; C_N_roll14; temp_mean_c; temp_roll7; temp_roll14; temp_roll30; precip_total_mm; precip_sum3; precip_sum7; precip_sum14; Inflow_x_precip3; temp_x_CN; Inflow_x_TNin; sin_doy; cos_doy,2e6ae199ba9906045403cb867b959334dd8c2cbbefd55d25b20c8843bee5f2b0,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,1,1,LONG,22,TNout_lag1; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll14; TNout_roll30; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,1,2,LONG,22,TNout_lag1; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll14; TNout_roll30; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,1,3,LONG,22,TNout_lag1; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll14; TNout_roll30; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,1,1,REFERENCE,18,TNout_lag1; TNout_roll14; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,1,2,REFERENCE,18,TNout_lag1; TNout_roll14; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,1,3,REFERENCE,18,TNout_lag1; TNout_roll14; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,1,1,SHORT,17,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,1,2,SHORT,17,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,1,3,SHORT,17,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,3,1,LONG,22,TNout_lag1; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll14; TNout_roll30; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,3,2,LONG,22,TNout_lag1; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll14; TNout_roll30; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,3,3,LONG,22,TNout_lag1; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll14; TNout_roll30; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,3,1,REFERENCE,18,TNout_lag1; TNout_roll14; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,3,2,REFERENCE,18,TNout_lag1; TNout_roll14; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,3,3,REFERENCE,18,TNout_lag1; TNout_roll14; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,3,1,SHORT,17,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,3,2,SHORT,17,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,3,3,SHORT,17,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,5,1,LONG,22,TNout_lag1; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll14; TNout_roll30; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,5,2,LONG,22,TNout_lag1; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll14; TNout_roll30; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,5,3,LONG,22,TNout_lag1; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll14; TNout_roll30; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,5,1,REFERENCE,18,TNout_lag1; TNout_roll14; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,5,2,REFERENCE,18,TNout_lag1; TNout_roll14; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,5,3,REFERENCE,18,TNout_lag1; TNout_roll14; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,5,1,SHORT,17,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,5,2,SHORT,17,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
Ridge,5,3,SHORT,17,TNout_lag1; TNout_roll7,Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"TNout_rollw(t)=mean(TNout(t-w),...,TNout(t-1))",False
