model,horizon,outer_fold,configuration_id,hyperparameter_source_file,hyperparameter_dict_json,hyperparameter_hash,random_seed,training_row_count,feature_count,feature_names,feature_set_hash,software_versions,fit_status,prediction_status
Ridge,3,2,LONG,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,497,22,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,3,3,LONG,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,746,22,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,3,1,REFERENCE,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 0.01, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",f415dd66ad3187281f3556fc741de5f6226cb9c0415e3fed581bd32f2fa2dce4,42,248,18,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,3,2,REFERENCE,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,497,18,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,3,3,REFERENCE,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,746,18,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,3,1,SHORT,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 0.01, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",f415dd66ad3187281f3556fc741de5f6226cb9c0415e3fed581bd32f2fa2dce4,42,248,17,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,3,2,SHORT,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,497,17,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,3,3,SHORT,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,746,17,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,5,1,LONG,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,244,22,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,5,2,LONG,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,493,22,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,5,3,LONG,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,742,22,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy; TNout_lag3; TNout_lag5; TNout_lag7; TNout_roll30,ec3126a974b1d835ea4e69757fe51f2bdb5105b9ce17e25cbf671e60fca09500,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,5,1,REFERENCE,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,244,18,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,5,2,REFERENCE,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,493,18,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,5,3,REFERENCE,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,742,18,TNout_lag1; TNout_roll7; TNout_roll14; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,bcccf0fc629e2db38eecafc2a972e8ffe4443c74c61f7e1b376fc59233b93dbc,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,5,1,SHORT,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,244,17,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,5,2,SHORT,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,493,17,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
Ridge,5,3,SHORT,revision_2026/04_controlled_reruns/ridge/ridge_selected_configurations.csv,"{""alpha"": 100.0, ""fit_intercept"": true, ""random_state"": 42, ""solver"": ""auto""}",084b2b85ab74568baa45eecd859f4f08e2c82c0703979071febbac4a0c26ed8e,42,742,17,TNout_lag1; TNout_roll7; Inflow; Inflow_roll7; TNin; TNin_roll7; TOCin; TOCin_roll7; BODin; BODin_roll7; C_N; temp_mean_c; temp_roll7; precip_total_mm; precip_sum3; sin_doy; cos_doy,c25d18e5b78d4ef93d3387f4bfd00e4c67a2ca0d6afee63b13107fa4e4cec3b5,"{""numpy"": ""1.24.4"", ""pandas"": ""2.0.3"", ""python"": ""3.8.10"", ""scikit_learn"": ""1.3.2"", ""scipy"": ""1.10.1""}",success,success
