model,horizon,outer_fold,threshold,nominal_budget_r,metric_scope,primary_reference,total_N,total_events,alarms_issued,realized_alarm_fraction,TP,FP,FN,TN,precision,recall,specificity,false_positive_rate,false_alarm_fraction_of_alarms,missed_event_fraction,startup_N,eligible_N,score_context,sequential_run_id
HGBR,5,1,15,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,59,2,0.008032128514056224,0,2,59,188,0.0,0.0,0.9894736842105263,0.010526315789473684,1.0,1.0,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,1,15,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,59,2,0.008032128514056224,0,2,59,188,0.0,0.0,0.9894736842105263,0.010526315789473684,1.0,1.0,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,1,16,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,31,2,0.008032128514056224,0,2,31,216,0.0,0.0,0.9908256880733946,0.009174311926605505,1.0,1.0,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,1,16,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,31,2,0.008032128514056224,0,2,31,216,0.0,0.0,0.9908256880733946,0.009174311926605505,1.0,1.0,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,1,17,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,16,2,0.008032128514056224,0,2,16,231,0.0,0.0,0.9914163090128756,0.008583690987124463,1.0,1.0,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,1,17,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,16,2,0.008032128514056224,0,2,16,231,0.0,0.0,0.9914163090128756,0.008583690987124463,1.0,1.0,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,2,15,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,20,28,0.11244979919678715,5,23,15,206,0.17857142857142858,0.25,0.8995633187772926,0.10043668122270742,0.8214285714285714,0.75,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,2,15,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,20,47,0.18875502008032127,8,39,12,190,0.1702127659574468,0.4,0.8296943231441049,0.1703056768558952,0.8297872340425532,0.6,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,2,16,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,7,28,0.11244979919678715,2,26,5,216,0.07142857142857142,0.2857142857142857,0.8925619834710744,0.10743801652892562,0.9285714285714286,0.7142857142857143,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,2,16,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,7,47,0.18875502008032127,2,45,5,197,0.0425531914893617,0.2857142857142857,0.8140495867768595,0.1859504132231405,0.9574468085106383,0.7142857142857143,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,2,17,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,1,28,0.11244979919678715,0,28,1,220,0.0,0.0,0.8870967741935484,0.11290322580645161,1.0,1.0,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,2,17,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,1,47,0.18875502008032127,0,47,1,201,0.0,0.0,0.8104838709677419,0.18951612903225806,1.0,1.0,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,3,15,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,55,18,0.07228915662650602,14,4,41,190,0.7777777777777778,0.2545454545454545,0.979381443298969,0.020618556701030927,0.2222222222222222,0.7454545454545455,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,3,15,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,55,23,0.09236947791164658,18,5,37,189,0.782608695652174,0.32727272727272727,0.9742268041237113,0.02577319587628866,0.21739130434782608,0.6727272727272727,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,3,16,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,33,18,0.07228915662650602,11,7,22,209,0.6111111111111112,0.3333333333333333,0.9675925925925926,0.032407407407407406,0.3888888888888889,0.6666666666666666,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,3,16,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,33,23,0.09236947791164658,14,9,19,207,0.6086956521739131,0.42424242424242425,0.9583333333333334,0.041666666666666664,0.391304347826087,0.5757575757575758,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,3,17,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,12,18,0.07228915662650602,5,13,7,224,0.2777777777777778,0.4166666666666667,0.9451476793248945,0.05485232067510549,0.7222222222222222,0.5833333333333334,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HGBR,5,3,17,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,12,23,0.09236947791164658,6,17,6,220,0.2608695652173913,0.5,0.9282700421940928,0.07172995780590717,0.7391304347826086,0.5,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,15,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,59,4,0.01606425702811245,3,1,56,189,0.75,0.05084745762711865,0.9947368421052631,0.005263157894736842,0.25,0.9491525423728814,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,15,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,59,8,0.0321285140562249,6,2,53,188,0.75,0.1016949152542373,0.9894736842105263,0.010526315789473684,0.25,0.8983050847457628,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,16,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,31,3,0.012048192771084338,2,1,29,217,0.6666666666666666,0.06451612903225806,0.9954128440366973,0.0045871559633027525,0.3333333333333333,0.9354838709677419,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,16,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,31,13,0.05220883534136546,6,7,25,211,0.46153846153846156,0.1935483870967742,0.9678899082568807,0.03211009174311927,0.5384615384615384,0.8064516129032258,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,17,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,16,7,0.028112449799196786,1,6,15,227,0.14285714285714285,0.0625,0.9742489270386266,0.02575107296137339,0.8571428571428571,0.9375,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,17,0.1,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,16,12,0.04819277108433735,1,11,15,222,0.08333333333333333,0.0625,0.9527896995708155,0.04721030042918455,0.9166666666666666,0.9375,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,15,0.05,secondary_full_fold_with_startup_no_alarms,primary_post_startup,249,20,20,0.08032128514056225,2,18,18,211,0.1,0.1,0.9213973799126638,0.07860262008733625,0.9,0.9,30,219,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
