model,horizon,outer_fold,threshold,nominal_budget_r,eligible_N,eligible_events,alarms_issued,realized_alarm_fraction,TP,FP,FN,TN,precision,recall,specificity,false_positive_rate,false_alarm_fraction_of_alarms,missed_event_fraction,nominal_budget_difference,startup_N,score_context,sequential_run_id
Ridge,5,2,15,0.05,219,20,51,0.2328767123287671,9,42,11,157,0.17647058823529413,0.45,0.7889447236180904,0.21105527638190955,0.8235294117647058,0.55,0.18287671232876712,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
Ridge,5,2,15,0.1,219,20,79,0.3607305936073059,14,65,6,134,0.17721518987341772,0.7,0.6733668341708543,0.32663316582914576,0.8227848101265823,0.3,0.2607305936073059,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
Ridge,5,2,16,0.05,219,7,51,0.2328767123287671,6,45,1,167,0.11764705882352941,0.8571428571428571,0.7877358490566038,0.21226415094339623,0.8823529411764706,0.14285714285714285,0.18287671232876712,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
Ridge,5,2,16,0.1,219,7,79,0.3607305936073059,6,73,1,139,0.0759493670886076,0.8571428571428571,0.6556603773584906,0.3443396226415094,0.9240506329113924,0.14285714285714285,0.2607305936073059,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
Ridge,5,2,17,0.05,219,1,51,0.2328767123287671,1,50,0,168,0.0196078431372549,1.0,0.7706422018348624,0.22935779816513763,0.9803921568627451,0.0,0.18287671232876712,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
Ridge,5,2,17,0.1,219,1,79,0.3607305936073059,1,78,0,140,0.012658227848101266,1.0,0.6422018348623854,0.3577981651376147,0.9873417721518988,0.0,0.2607305936073059,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
Ridge,5,3,15,0.05,219,49,21,0.0958904109589041,16,5,33,165,0.7619047619047619,0.32653061224489793,0.9705882352941176,0.029411764705882353,0.23809523809523808,0.673469387755102,0.0458904109589041,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
Ridge,5,3,15,0.1,219,49,30,0.136986301369863,20,10,29,160,0.6666666666666666,0.40816326530612246,0.9411764705882353,0.058823529411764705,0.3333333333333333,0.5918367346938775,0.036986301369863,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
Ridge,5,3,16,0.05,219,32,21,0.0958904109589041,13,8,19,179,0.6190476190476191,0.40625,0.9572192513368984,0.0427807486631016,0.38095238095238093,0.59375,0.0458904109589041,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
Ridge,5,3,16,0.1,219,32,30,0.136986301369863,16,14,16,173,0.5333333333333333,0.5,0.9251336898395722,0.0748663101604278,0.4666666666666667,0.5,0.036986301369863,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
Ridge,5,3,17,0.05,219,12,21,0.0958904109589041,5,16,7,191,0.23809523809523808,0.4166666666666667,0.9227053140096618,0.07729468599033816,0.7619047619047619,0.5833333333333334,0.0458904109589041,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
Ridge,5,3,17,0.1,219,12,30,0.136986301369863,8,22,4,185,0.26666666666666666,0.6666666666666666,0.893719806763285,0.10628019323671498,0.7333333333333333,0.3333333333333333,0.036986301369863,30,historical_sequential_past_only,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57
