model,horizon,outer_fold,threshold,nominal_budget_r,eligible_N,eligible_events,candidate_alarms,alarms_issued,alarms_suppressed_by_quota,realized_alarm_fraction,TP,FP,FN,TN,precision,recall,specificity,false_positive_rate,false_alarm_fraction_of_alarms,missed_event_fraction,nominal_budget_difference,date_start,date_end,dataset_sha256,split_sha256,source_sequential_run_id,quota_run_id
HGBR,5,3,15,0.1,219,49,23,22,1,0.1004566210045662,17,5,32,165,0.7727272727272727,0.3469387755102041,0.9705882352941176,0.029411764705882353,0.22727272727272727,0.6530612244897959,0.0004566210045661989,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HGBR,5,3,16,0.05,219,32,18,11,7,0.0502283105022831,6,5,26,182,0.5454545454545454,0.1875,0.9732620320855615,0.026737967914438502,0.45454545454545453,0.8125,0.00022831050228309946,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HGBR,5,3,16,0.1,219,32,23,22,1,0.1004566210045662,13,9,19,178,0.5909090909090909,0.40625,0.9518716577540107,0.0481283422459893,0.4090909090909091,0.59375,0.0004566210045661989,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HGBR,5,3,17,0.05,219,12,18,11,7,0.0502283105022831,2,9,10,198,0.18181818181818182,0.16666666666666666,0.9565217391304348,0.043478260869565216,0.8181818181818182,0.8333333333333334,0.00022831050228309946,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HGBR,5,3,17,0.1,219,12,23,22,1,0.1004566210045662,5,17,7,190,0.22727272727272727,0.4166666666666667,0.9178743961352657,0.0821256038647343,0.7727272727272727,0.5833333333333334,0.0004566210045661989,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,15,0.05,219,48,4,4,0,0.0182648401826484,3,1,45,170,0.75,0.0625,0.9941520467836257,0.005847953216374269,0.25,0.9375,-0.0317351598173516,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,15,0.1,219,48,8,8,0,0.0365296803652968,6,2,42,169,0.75,0.125,0.9883040935672515,0.011695906432748537,0.25,0.875,-0.0634703196347032,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,16,0.05,219,28,3,3,0,0.0136986301369863,2,1,26,190,0.6666666666666666,0.07142857142857142,0.9947643979057592,0.005235602094240838,0.3333333333333333,0.9285714285714286,-0.0363013698630137,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,16,0.1,219,28,13,11,2,0.0502283105022831,6,5,22,186,0.5454545454545454,0.21428571428571427,0.9738219895287958,0.02617801047120419,0.45454545454545453,0.7857142857142857,-0.0497716894977169,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,17,0.05,219,13,7,6,1,0.0273972602739726,0,6,13,200,0.0,0.0,0.970873786407767,0.02912621359223301,1.0,1.0,-0.0226027397260274,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,1,17,0.1,219,13,12,11,1,0.0502283105022831,1,10,12,196,0.09090909090909091,0.07692307692307693,0.9514563106796117,0.04854368932038835,0.9090909090909091,0.9230769230769231,-0.0497716894977169,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,15,0.05,219,20,20,6,14,0.0273972602739726,0,6,20,193,0.0,0.0,0.9698492462311558,0.03015075376884422,1.0,1.0,-0.0226027397260274,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,15,0.1,219,20,31,13,18,0.0593607305936073,0,13,20,186,0.0,0.0,0.9346733668341709,0.06532663316582915,1.0,1.0,-0.0406392694063927,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,16,0.05,219,7,18,6,12,0.0273972602739726,0,6,7,206,0.0,0.0,0.9716981132075472,0.02830188679245283,1.0,1.0,-0.0226027397260274,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,16,0.1,219,7,32,12,20,0.0547945205479452,0,12,7,200,0.0,0.0,0.9433962264150944,0.05660377358490566,1.0,1.0,-0.0452054794520548,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,17,0.05,219,1,17,11,6,0.0502283105022831,0,11,1,207,0.0,0.0,0.9495412844036697,0.05045871559633028,1.0,1.0,0.00022831050228309946,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,2,17,0.1,219,1,32,22,10,0.1004566210045662,0,22,1,196,0.0,0.0,0.8990825688073395,0.10091743119266056,1.0,1.0,0.0004566210045661989,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,15,0.05,219,49,39,11,28,0.0502283105022831,2,9,47,161,0.18181818181818182,0.04081632653061224,0.9470588235294117,0.052941176470588235,0.8181818181818182,0.9591836734693877,0.00022831050228309946,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,15,0.1,219,49,50,22,28,0.1004566210045662,6,16,43,154,0.2727272727272727,0.12244897959183673,0.9058823529411765,0.09411764705882353,0.7272727272727273,0.8775510204081632,0.0004566210045661989,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,16,0.05,219,32,37,11,26,0.0502283105022831,1,10,31,177,0.09090909090909091,0.03125,0.946524064171123,0.053475935828877004,0.9090909090909091,0.96875,0.00022831050228309946,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,16,0.1,219,32,49,22,27,0.1004566210045662,2,20,30,167,0.09090909090909091,0.0625,0.893048128342246,0.10695187165775401,0.9090909090909091,0.9375,0.0004566210045661989,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,17,0.05,219,12,37,11,26,0.0502283105022831,1,10,11,197,0.09090909090909091,0.08333333333333333,0.9516908212560387,0.04830917874396135,0.9090909090909091,0.9166666666666666,0.00022831050228309946,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
HybridRank_fixed_documented,5,3,17,0.1,219,12,53,22,31,0.1004566210045662,3,19,9,188,0.13636363636363635,0.25,0.9082125603864735,0.09178743961352658,0.8636363636363636,0.75,0.0004566210045661989,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,1,15,0.05,219,48,8,7,1,0.0319634703196347,2,5,46,166,0.2857142857142857,0.041666666666666664,0.9707602339181286,0.029239766081871343,0.7142857142857143,0.9583333333333334,-0.0180365296803653,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,1,15,0.1,219,48,18,16,2,0.0730593607305936,8,8,40,163,0.5,0.16666666666666666,0.9532163742690059,0.04678362573099415,0.5,0.8333333333333334,-0.026940639269406402,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,1,16,0.05,219,28,8,7,1,0.0319634703196347,1,6,27,185,0.14285714285714285,0.03571428571428571,0.9685863874345549,0.031413612565445025,0.8571428571428571,0.9642857142857143,-0.0180365296803653,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,1,16,0.1,219,28,18,16,2,0.0730593607305936,7,9,21,182,0.4375,0.25,0.9528795811518325,0.04712041884816754,0.5625,0.75,-0.026940639269406402,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,1,17,0.05,219,13,8,7,1,0.0319634703196347,0,7,13,199,0.0,0.0,0.9660194174757282,0.03398058252427184,1.0,1.0,-0.0180365296803653,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,1,17,0.1,219,13,18,16,2,0.0730593607305936,2,14,11,192,0.125,0.15384615384615385,0.9320388349514563,0.06796116504854369,0.875,0.8461538461538461,-0.026940639269406402,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,2,15,0.05,219,20,24,11,13,0.0502283105022831,1,10,19,189,0.09090909090909091,0.05,0.949748743718593,0.05025125628140704,0.9090909090909091,0.95,0.00022831050228309946,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,2,15,0.1,219,20,44,22,22,0.1004566210045662,2,20,18,179,0.09090909090909091,0.1,0.8994974874371859,0.10050251256281408,0.9090909090909091,0.9,0.0004566210045661989,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,2,16,0.05,219,7,24,11,13,0.0502283105022831,0,11,7,201,0.0,0.0,0.9481132075471698,0.05188679245283019,1.0,1.0,0.00022831050228309946,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,2,16,0.1,219,7,44,22,22,0.1004566210045662,1,21,6,191,0.045454545454545456,0.14285714285714285,0.9009433962264151,0.09905660377358491,0.9545454545454546,0.8571428571428571,0.0004566210045661989,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,2,17,0.05,219,1,24,11,13,0.0502283105022831,0,11,1,207,0.0,0.0,0.9495412844036697,0.05045871559633028,1.0,1.0,0.00022831050228309946,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,2,17,0.1,219,1,44,22,22,0.1004566210045662,1,21,0,197,0.045454545454545456,1.0,0.9036697247706422,0.0963302752293578,0.9545454545454546,0.0,0.0004566210045661989,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,3,15,0.05,219,49,22,11,11,0.0502283105022831,3,8,46,162,0.2727272727272727,0.061224489795918366,0.9529411764705882,0.047058823529411764,0.7272727272727273,0.9387755102040817,0.00022831050228309946,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,3,15,0.1,219,49,40,22,18,0.1004566210045662,6,16,43,154,0.2727272727272727,0.12244897959183673,0.9058823529411765,0.09411764705882353,0.7272727272727273,0.8775510204081632,0.0004566210045661989,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,3,16,0.05,219,32,22,11,11,0.0502283105022831,2,9,30,178,0.18181818181818182,0.0625,0.9518716577540107,0.0481283422459893,0.8181818181818182,0.9375,0.00022831050228309946,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,3,16,0.1,219,32,40,22,18,0.1004566210045662,3,19,29,168,0.13636363636363635,0.09375,0.8983957219251337,0.10160427807486631,0.8636363636363636,0.90625,0.0004566210045661989,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,3,17,0.05,219,12,22,11,11,0.0502283105022831,0,11,12,196,0.0,0.0,0.9468599033816425,0.05314009661835749,1.0,1.0,0.00022831050228309946,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Persistence,5,3,17,0.1,219,12,40,22,18,0.1004566210045662,1,21,11,186,0.045454545454545456,0.08333333333333333,0.8985507246376812,0.10144927536231885,0.9545454545454546,0.9166666666666666,0.0004566210045661989,2023-03-27,2023-10-31,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Ridge,5,1,15,0.05,219,48,0,0,0,0.0,0,0,48,171,,0.0,1.0,0.0,,1.0,-0.05,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Ridge,5,1,15,0.1,219,48,0,0,0,0.0,0,0,48,171,,0.0,1.0,0.0,,1.0,-0.1,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Ridge,5,1,16,0.05,219,28,0,0,0,0.0,0,0,28,191,,0.0,1.0,0.0,,1.0,-0.05,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Ridge,5,1,16,0.1,219,28,0,0,0,0.0,0,0,28,191,,0.0,1.0,0.0,,1.0,-0.1,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Ridge,5,1,17,0.05,219,13,0,0,0,0.0,0,0,13,206,,0.0,1.0,0.0,,1.0,-0.05,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Ridge,5,1,17,0.1,219,13,0,0,0,0.0,0,0,13,206,,0.0,1.0,0.0,,1.0,-0.1,2021-11-14,2022-06-20,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Ridge,5,2,15,0.05,219,20,51,11,40,0.0502283105022831,2,9,18,190,0.18181818181818182,0.1,0.9547738693467337,0.04522613065326633,0.8181818181818182,0.9,0.00022831050228309946,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Ridge,5,2,15,0.1,219,20,79,22,57,0.1004566210045662,3,19,17,180,0.13636363636363635,0.15,0.9045226130653267,0.09547738693467336,0.8636363636363636,0.85,0.0004566210045661989,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Ridge,5,2,16,0.05,219,7,51,11,40,0.0502283105022831,0,11,7,201,0.0,0.0,0.9481132075471698,0.05188679245283019,1.0,1.0,0.00022831050228309946,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
Ridge,5,2,16,0.1,219,7,79,22,57,0.1004566210045662,1,21,6,191,0.045454545454545456,0.14285714285714285,0.9009433962264151,0.09905660377358491,0.9545454545454546,0.8571428571428571,0.0004566210045661989,2022-07-21,2023-02-24,6ed147cd585e5e8083292683f9be3cf585e97e4d46fa0e3224d24a4e2b42cbbb,f83baf5732ffbf88b9a448a3d9ab9fa270f7495fe44d1559c1ac49795a30881a,sequential_h5_alarm_policy_140b8193f314_6ed147cd_f83baf57,quota_enforced_h5_policy_e98a21d77033_6ed147cd_f83baf57
