fold,w_y_pred_enet,w_y_pred_persist,w_y_pred_hgbr,train_mae
1,0.38888888888888884,0.16666666666666666,0.4444444444444445,1.6354094836808508
2,0.42857142857142855,0.38095238095238093,0.19047619047619047,1.7538868048184502
3,0.19999999999999998,0.3333333333333333,0.4666666666666666,1.5773263775360773
