dataset,metric_type,metric,horizon,tau_mgL,budget_r,model,model_key,model_label,ulsan_source_group,ulsan_value,seoul_value,delta_seoul_minus_ulsan,relative_change_pct,direction,baseline_available,improved_on_seoul
Seoul_Tancheon,alarm,recall,3,17.0,0.1,Persistence,persistence,Persistence,main_alarm,0.2068965517241379,0.3333333333333333,0.12643678160919541,61.11111111111113,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,15.0,0.05,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_alarm,0.1428571428571428,0.2753623188405797,0.13250517598343692,92.75362318840588,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,15.0,0.05,HGBR,hgbr,HGBR,hybrid_rank_v2_guarded,0.1417910447761194,0.0869565217391304,-0.05483452303698899,-38.67276887871855,higher_is_better,1,0.0
Seoul_Tancheon,alarm,recall,5,15.0,0.05,Persistence,persistence,Persistence,main_alarm,0.1357142857142857,0.2028985507246377,0.06718426501035199,49.50419527078568,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,15.0,0.1,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_alarm,0.2428571428571428,0.5072463768115942,0.26438923395445146,108.86615515771534,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,15.0,0.1,HGBR,hgbr,HGBR,hybrid_rank_v2_guarded,0.2238805970149253,0.2318840579710145,0.008003460956089198,3.5748792270531764,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,15.0,0.1,Persistence,persistence,Persistence,main_alarm,0.2428571428571428,0.3768115942028985,0.1339544513457557,55.15771526001707,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,16.0,0.05,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_alarm,0.136986301369863,0.238095238095238,0.10110893672537499,73.80952380952374,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,16.0,0.05,HGBR,hgbr,HGBR,hybrid_rank_v2_guarded,0.1971830985915492,0.0476190476190476,-0.14956405097250158,-75.85034013605441,higher_is_better,1,0.0
Seoul_Tancheon,alarm,recall,5,16.0,0.05,Persistence,persistence,Persistence,main_alarm,0.1917808219178082,0.2857142857142857,0.09393346379647749,48.97959183673469,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,16.0,0.1,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_alarm,0.3013698630136986,0.6190476190476191,0.31767775603392046,105.41125541125542,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,16.0,0.1,HGBR,hgbr,HGBR,hybrid_rank_v2_guarded,0.3098591549295774,0.2857142857142857,-0.024144869215291687,-7.7922077922077735,higher_is_better,1,0.0
Seoul_Tancheon,alarm,recall,5,16.0,0.1,Persistence,persistence,Persistence,main_alarm,0.3150684931506849,0.5714285714285714,0.2563600782778865,81.36645962732919,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,17.0,0.05,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_alarm,0.1724137931034483,0.1111111111111111,-0.06130268199233718,-35.555555555555564,higher_is_better,1,0.0
Seoul_Tancheon,alarm,recall,5,17.0,0.05,HGBR,hgbr,HGBR,,,0.1111111111111111,,,higher_is_better,0,
Seoul_Tancheon,alarm,recall,5,17.0,0.05,Persistence,persistence,Persistence,main_alarm,0.1379310344827586,0.3333333333333333,0.19540229885057472,141.66666666666669,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,17.0,0.1,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_alarm,0.3793103448275862,0.5555555555555556,0.1762452107279694,46.46464646464648,higher_is_better,1,1.0
Seoul_Tancheon,alarm,recall,5,17.0,0.1,HGBR,hgbr,HGBR,,,0.4444444444444444,,,higher_is_better,0,
Seoul_Tancheon,alarm,recall,5,17.0,0.1,Persistence,persistence,Persistence,main_alarm,0.2758620689655172,0.7777777777777778,0.5019157088122606,181.94444444444449,higher_is_better,1,1.0
Seoul_Tancheon,point,MAE,1,,,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_linear,1.5372939109802246,1.3271692595107485,-0.21012465146947612,-13.668476142957878,lower_is_better,1,1.0
Seoul_Tancheon,point,MAE,1,,,HGBR,hgbr,HGBR,,,2.1601556514184037,,,lower_is_better,0,
Seoul_Tancheon,point,MAE,1,,,Persistence,persistence,Persistence,main_linear,1.5460530816726483,1.4140284141871835,-0.13202466748546482,-8.539465368331959,lower_is_better,1,1.0
Seoul_Tancheon,point,MAE,3,,,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_linear,1.7191454966862996,1.7445474715250464,0.025401974838746844,1.4775930767762153,lower_is_better,1,0.0
Seoul_Tancheon,point,MAE,3,,,HGBR,hgbr,HGBR,,,2.3951526467375475,,,lower_is_better,0,
Seoul_Tancheon,point,MAE,3,,,Persistence,persistence,Persistence,main_linear,2.0250068772608736,1.597806879783784,-0.4271999974770895,-21.096224525170094,lower_is_better,1,1.0
Seoul_Tancheon,point,MAE,5,,,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_linear,1.799362103144328,2.8913065842825483,1.0919444811382202,60.685088300463924,lower_is_better,1,0.0
Seoul_Tancheon,point,MAE,5,,,HGBR,hgbr,HGBR,hybrid_rank_v2_guarded,1.795447704749488,2.3692078242254166,0.5737601194759288,31.956381573139904,lower_is_better,1,0.0
Seoul_Tancheon,point,MAE,5,,,Persistence,persistence,Persistence,main_linear,2.0774835591573804,1.6274513766683587,-0.45003218248902166,-21.66237034730388,lower_is_better,1,1.0
Seoul_Tancheon,point,RMSE,1,,,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_linear,1.9287165403366089,1.7206789323252922,-0.20803760801131665,-10.786323633384143,lower_is_better,1,1.0
Seoul_Tancheon,point,RMSE,1,,,HGBR,hgbr,HGBR,,,2.6187223590328377,,,lower_is_better,0,
Seoul_Tancheon,point,RMSE,1,,,Persistence,persistence,Persistence,main_linear,2.044486237973267,1.8647464790909043,-0.1797397588823626,-8.791438922109919,lower_is_better,1,1.0
Seoul_Tancheon,point,RMSE,3,,,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_linear,2.163148125012716,2.212806652006734,0.04965852699401818,2.2956600345492415,lower_is_better,1,0.0
Seoul_Tancheon,point,RMSE,3,,,HGBR,hgbr,HGBR,,,2.9046532491271937,,,lower_is_better,0,
Seoul_Tancheon,point,RMSE,3,,,Persistence,persistence,Persistence,main_linear,2.578892839628263,2.08333299188003,-0.49555984774823303,-19.215992232529754,lower_is_better,1,1.0
Seoul_Tancheon,point,RMSE,5,,,ElasticNet,enet_a0.1_l0.5,ElasticNet,main_linear,2.268249273300171,3.4588208903138558,1.1905716170136849,52.488570415432,lower_is_better,1,0.0
Seoul_Tancheon,point,RMSE,5,,,HGBR,hgbr,HGBR,hybrid_rank_v2_guarded,2.290501071497145,2.8746078913827557,0.5841068198856108,25.501268135352575,lower_is_better,1,0.0
Seoul_Tancheon,point,RMSE,5,,,Persistence,persistence,Persistence,main_linear,2.6533337137266915,2.127974064387318,-0.5253596493393733,-19.799983945535782,lower_is_better,1,1.0
