horizon,fold,epoch,n_train_sub,n_val_sub,n_test_fold,train_loss_total,train_loss_reg,train_loss_bce,train_loss_rank,train_mae,val_mae,val_recall_tau16_r05,val_event_rate_tau16,grad_l2_pre_mean,grad_l2_pre_p90,grad_l2_pre_max,grad_l2_post_mean,grad_l2_post_p90,grad_l2_post_max,grad_max_abs_pre_max,grad_mean_abs_pre_mean,grad_clip_threshold,clip_fraction,is_exploding_risk,is_vanishing_risk,best_epoch_marker,generalization_gap_mae,val_mae_above_fold_best,train_mae_ratio_to_best,val_mae_ratio_to_best,fit_regime
5,1,0,211,38,249,11.983004570007324,10.811310052871704,1.105779081583023,0.36301930621266365,11.311309814453125,13.620438575744629,0.25,0.10526315867900848,2.788797683878715,5.20310097713296,6.805786736083792,0.9999994896086856,0.9999997962895076,0.9999999548854238,1.356966257095337,0.0032172487305463095,1.0,1.0,0.0,0.0,,2.309128761291504,12.232821345329285,6.136415790139374,9.815702974276078,warmup
5,1,1,211,38,249,12.071911811828613,10.809319257736206,1.1541832983493805,0.4072018712759018,11.309319257736206,13.336663246154785,0.25,0.10526315867900848,3.04782741623382,5.305672961591343,6.653055815983864,0.9999995338074469,0.9999997119520676,0.9999997765407648,1.7138383388519287,0.0036780943832964027,1.0,1.0,0.0,0.0,,2.027343988418579,11.949046015739441,6.135335907803089,9.611197492959084,warmup
5,1,2,211,38,249,11.38792109489441,10.41855764389038,0.9865199327468872,0.26960835605859756,10.91855764389038,12.764518737792969,0.0,0.10526315867900848,3.1913672608338337,4.519459301355244,5.273737659477345,0.999999628118452,0.9999997796766963,0.999999856794592,1.3620880842208862,0.00427240200021684,1.0,1.0,0.0,0.0,,1.845961093902588,11.376901507377625,5.9233466884538,9.198875927745773,warmup
5,1,3,211,38,249,10.652696371078491,9.628641843795776,1.0009356886148453,0.3024951107800007,10.128641605377197,11.489850997924805,0.0,0.10526315867900848,6.257759226257932,8.867529957850184,9.30926463055348,0.9999998213165588,0.9999999139663442,0.9999999375704627,2.2244153022766113,0.008427370350883654,1.0,1.0,0.0,0.0,,1.3612093925476074,10.10223376750946,5.494815127464903,8.280274088615663,warmup
5,1,4,211,38,249,8.491059064865112,7.641571402549744,0.8778117746114731,0.23057185858488083,8.135381698608398,8.524998664855957,0.0,0.10526315867900848,10.06698248273255,12.4295754366399,12.636076644225925,0.9999999240956123,1.0000000000057299,1.0000000087093213,3.4036333560943604,0.015060038196266445,1.0,1.0,1.0,0.0,,0.3896169662475586,7.137381434440613,4.413466303465853,6.143624104685006,warmup
5,1,5,211,38,249,7.009883761405945,6.0300527811050415,0.9083830565214157,0.3105722516775131,6.521851301193237,1.3876172304153442,0.0,0.10526315867900848,17.435397182481232,24.283908101149997,24.437486255904393,0.9999999076380796,0.999999948356706,0.9999999718293107,6.488272190093994,0.026971304471879835,1.0,1.0,1.0,0.0,,-5.134234070777893,0.0,3.5381217526591207,1.0,warmup
5,1,6,211,38,249,5.7767229080200195,4.89751660823822,0.9082878157496452,0.2387383095920086,5.384048700332642,9.81606674194336,0.0,0.10526315867900848,22.62250202646009,27.03577314928998,29.02919361861795,0.999999931720364,0.9999999711059213,0.9999999749043124,5.139167785644531,0.0342546964116882,1.0,1.0,1.0,0.0,,4.432018041610718,8.428449511528015,2.920860802290556,7.074045008078485,warmup
5,1,7,211,38,249,5.555260181427002,4.385158479213715,1.127963088452816,0.3523740917444229,4.864401936531067,6.186986446380615,0.0,0.10526315867900848,29.7912100607184,48.16109695569352,59.08529682826693,0.999999960200851,1.0000000119072177,1.0000000364195778,13.320387840270996,0.042541263260453224,1.0,1.0,1.0,0.0,,1.3225845098495483,4.799369215965271,2.6389510448005495,4.4587126123597605,warmup
5,1,8,211,38,249,3.6282469034194946,2.937567710876465,0.6765734404325485,0.203382208943367,3.4122061729431152,2.048157215118408,0.0,0.10526315867900848,16.193815248963386,18.301198336432655,18.70425987612337,0.9999999608068011,1.0000000015799742,1.000000004814865,5.36152458190918,0.024118387049768167,1.0,1.0,1.0,0.0,,-1.364048957824707,0.660539984703064,1.8511309638168116,1.4760246343333094,underfitting_risk
5,1,9,211,38,249,3.4803858399391174,2.7207858562469482,0.7580824866890907,0.21767897717654705,3.1983295679092407,2.3895013332366943,0.0,0.10526315867900848,17.46497271930936,20.288140860404624,20.58488107182067,0.9999999094918558,0.9999999705522437,0.9999999764581842,5.796041011810303,0.025134994713596082,1.0,1.0,1.0,0.0,,-0.8088282346725464,1.00188410282135,1.735102334259314,1.7220176291133718,underfitting_risk
5,1,10,211,38,249,3.046253740787506,2.3921529054641724,0.6509696915745735,0.18822788819670677,2.8525331616401672,2.6742732524871826,0.0,0.10526315867900848,17.04009298833784,24.08271858786442,25.8114550227962,0.999999885291337,0.9999999363248183,0.9999999534711594,6.058051586151123,0.024662938780190935,1.0,1.0,1.0,0.0,,-0.17825990915298462,1.2866560220718384,1.5475068601355613,1.9272413125676697,underfitting_risk
5,1,11,211,38,249,2.951535999774933,2.3564778566360474,0.5754505395889282,0.17841986753046513,2.826600134372711,2.296682357788086,0.0,0.10526315867900848,16.488085627518156,23.00646825528957,24.747501217725333,0.999999949810953,1.0000000137961922,1.0000000438571979,6.3708600997924805,0.024064017820856803,1.0,1.0,1.0,0.0,,-0.5299177765846252,0.9090651273727417,1.5334381235683074,1.6551267218702945,underfitting_risk
5,1,12,211,38,249,3.177327871322632,1.9911417365074158,1.4764638915657997,0.21450552553869784,2.4420267939567566,2.0589492321014404,0.0,0.10526315867900848,19.730554297890514,39.88435872064081,52.45818939376754,0.9999999728627179,1.0000000924114776,1.0000001226826423,13.812393188476562,0.02475464168100079,1.0,1.0,1.0,0.0,,-0.38307756185531616,0.6713320016860962,1.3248060590854018,1.483802007478065,underfitting_risk
5,1,13,211,38,249,2.314912259578705,1.7768827080726624,0.5022291466593742,0.1690658018924296,2.213963657617569,1.7727607488632202,0.0,0.10526315867900848,9.903656688702267,12.795660167521843,13.085472144661562,0.9999999367138874,1.0000000055202,1.0000000327813718,3.1254465579986572,0.014536062922323387,1.0,1.0,1.0,0.0,,-0.44120290875434875,0.385143518447876,1.2010811983984202,1.2775574632585054,stable_or_improving
5,1,14,211,38,249,2.196382224559784,1.6636240184307098,0.5836763083934784,0.1303945928812027,2.11967471241951,2.678061008453369,0.0,0.10526315867900848,8.952536132998869,11.858858612089161,12.672230769912282,0.9999999023007071,0.9999999760444549,0.9999999847586877,2.584512710571289,0.012926158940125807,1.0,1.0,1.0,0.0,,0.5583862960338593,1.290443778038025,1.1499291937552754,1.9299709961455054,stable_or_improving
5,1,15,211,38,249,2.2221409678459167,1.626656174659729,0.5543663464486599,0.18776068836450577,2.0759489238262177,2.0990984439849854,0.0,0.10526315867900848,10.940473750513961,13.967218737580362,14.45285099705767,0.9999999415611049,0.999999987610145,0.99999999640022,3.3110156059265137,0.01550160471176057,1.0,1.0,1.0,0.0,,0.0231495201587677,0.7114812135696411,1.1262078366391148,1.5127359317646114,stable_or_improving
5,1,16,211,38,249,2.1085080206394196,1.7521365582942963,0.3915203996002674,0.08675661310553551,2.2059131860733032,2.644170045852661,0.0,0.10526315867900848,9.797969425876614,13.326247040422746,14.416380045166536,0.9999999198555491,0.9999999808128448,0.9999999855931491,3.892284870147705,0.014268775580999007,1.0,1.0,1.0,0.0,,0.4382568597793579,1.256552815437317,1.196713796080505,1.9055471407350593,stable_or_improving
5,1,17,211,38,249,1.9664004147052765,1.5377070903778076,0.44306010752916336,0.11632665898650885,1.9858291447162628,2.315314769744873,0.0,0.10526315867900848,8.470243858066954,10.241435376599723,10.618042190513776,0.9999999376789188,0.999999985269187,0.9999999873507476,2.94767427444458,0.013356892572492151,1.0,1.0,1.0,0.0,,0.32948562502861023,0.9276975393295288,1.077317615735822,1.6685543527387943,stable_or_improving
5,1,18,211,38,249,1.9288629293441772,1.5553305745124817,0.3965641111135483,0.09685278218239546,2.0047114491462708,2.542151689529419,0.0,0.10526315867900848,9.000285389469077,10.52303580514947,10.986356408571552,0.99999994851572,0.9999999705072918,0.9999999747576563,2.75598406791687,0.014053636398637076,1.0,1.0,1.0,0.0,,0.5374402403831482,1.1545344591140747,1.0875613163292286,1.8320266092173685,stable_or_improving
5,1,19,211,38,249,1.9418743252754211,1.5949018001556396,0.43136148899793625,0.06296832859516144,2.04457288980484,2.3962550163269043,0.0,0.10526315867900848,10.473536521325238,17.272444140566577,21.48269073332566,0.9999998515347643,0.9999998874663947,0.9999999095316484,5.329460144042969,0.014998726171681128,1.0,1.0,1.0,0.0,,0.3516821265220642,1.00863778591156,1.1091862543680047,1.7268847372338068,stable_or_improving
5,1,20,211,38,249,1.8402732908725739,1.5706247687339783,0.3164614364504814,0.05697975866496563,2.0067076683044434,2.786425828933716,0.0,0.10526315867900848,6.991924723741347,9.17532733721272,10.093638449544642,0.9999998774678625,0.9999999361877578,0.9999999417377677,2.531503677368164,0.010981799387900198,1.0,1.0,1.0,0.0,,0.7797181606292725,1.3988085985183716,1.0886442705550192,2.0080651694557567,stable_or_improving
5,1,21,211,38,249,1.8534260988235474,1.3931883871555328,0.48060309141874313,0.12276842072606087,1.8433088958263397,2.5587286949157715,0.0,0.10526315867900848,10.185402667455367,14.044541359591625,14.362924965979857,0.9999999254537968,1.000000012219766,1.0000000159907356,3.741971492767334,0.013983757658941696,1.0,1.0,1.0,0.0,,0.7154197990894318,1.1711114645004272,1.0,1.8439729911323512,stable_or_improving
5,1,22,211,38,249,2.1898560225963593,1.741431176662445,0.44994157552719116,0.12747142184525728,2.190928816795349,3.349149703979492,0.0,0.10526315867900848,15.80893965151944,16.71427761039571,16.908905191676126,0.9999999552370568,0.9999999831526108,0.999999994844984,4.278139591217041,0.023473346122378738,1.0,1.0,1.0,0.0,,1.158220887184143,1.961532473564148,1.1885847357196062,2.413597662647226,stable_or_improving
5,1,23,211,38,249,1.8784255683422089,1.604920655488968,0.331080537289381,0.053469011560082436,2.0605863332748413,1.9940563440322876,0.0,0.10526315867900848,6.182169475493334,6.889966484809316,6.996930209194364,0.9999998880998571,0.9999999434781313,0.9999999550786914,1.7088334560394287,0.010805617174630739,1.0,1.0,0.0,0.0,,-0.06652998924255371,0.6064391136169434,1.1178735902270454,1.4370363096712362,stable_or_improving
5,1,24,211,38,249,1.7745692133903503,1.57037553191185,0.250551450997591,0.03847343195229769,2.0074168145656586,2.0456345081329346,0.0,0.10526315867900848,8.390246554401134,9.14469705887682,9.322897856855379,0.9999998682714215,0.9999998983468975,0.999999901658152,2.4270403385162354,0.013497811730712076,1.0,1.0,0.0,0.0,,0.038217693567276,0.6580172777175903,1.0890289842960643,1.474206620741248,stable_or_improving
5,1,25,211,38,249,1.8100616931915283,1.518489122390747,0.3303350917994976,0.06669394578784704,1.968387395143509,4.678843021392822,0.0,0.10526315867900848,7.637515188306278,9.707441495922241,10.716283390621314,0.9999998830258988,0.9999999468822323,0.9999999838237271,2.6084182262420654,0.012280119458891257,1.0,1.0,1.0,0.0,,2.7104556262493134,3.291225790977478,1.0678554200006167,3.371854225240733,overfitting_risk
5,2,0,423,75,249,13.881495339529854,11.90813854762486,1.2453053338187081,0.8758383989334106,12.40813854762486,11.775794506072998,0.0,0.03999999910593033,2.3063665061690295,3.0524542382658018,3.305000457140908,0.999999542435706,0.9999996396450374,0.999999654130019,1.2601118087768555,0.0028848821347288757,1.0,1.0,0.0,0.0,,-0.6323440415518622,10.42660540342331,6.492333657206395,8.72805337883798,warmup
5,2,1,423,75,249,13.342569078717913,11.573786326817103,1.1898378559521265,0.7534858584403992,12.07378659929548,11.392383575439453,0.0,0.03999999910593033,2.815135088066146,3.767456108877831,4.8910502088112535,0.9999996305995605,0.9999997083504715,0.9999997622216769,1.3991104364395142,0.004016089978727798,1.0,1.0,0.0,0.0,,-0.681403023856026,10.043194472789764,6.317390058764155,8.443874585901868,warmup
5,2,2,423,75,249,11.944597380501884,10.232901981898717,1.2149733560425895,0.7019367643765041,10.732901981898717,9.361939430236816,0.0,0.03999999910593033,7.293555822764475,11.932021702236343,14.678934946692733,0.9999998427265221,0.9999999335959705,0.9999999523570284,3.0999820232391357,0.01081838395028306,1.0,1.0,1.0,0.0,,-1.3709625516619006,8.012750327587128,5.615796479796446,6.9389379234169555,warmup
5,2,3,423,75,249,7.370129789624896,5.515932083129883,1.3580376591001238,0.7424107151372092,6.006120681762695,4.093135833740234,0.3333333333333333,0.03999999910593033,19.703716704399785,29.345791111433343,32.768004758449685,0.9999999839598404,1.0000000694904858,1.0000000750560474,7.276509761810303,0.030514111366538785,1.0,1.0,1.0,0.0,,-1.912984848022461,2.7439467310905457,3.1425938146794365,3.0337747508497332,warmup
5,2,4,423,75,249,7.3836347716195245,5.4961488246917725,1.3032062564577376,0.7896871566772461,5.973783901759556,4.728365063667297,0.0,0.03999999910593033,42.65534101139955,57.633107747799166,59.90535805868048,1.0000000094385404,1.0000001016981008,1.0000001087423638,13.472854614257812,0.06447815707188227,1.0,1.0,1.0,0.0,,-1.2454188380922586,3.3791759610176086,3.1256741804914183,3.5045977279101974,warmup
5,2,5,423,75,249,4.493323360170637,2.959143434252058,1.1642466528075082,0.5968799676213946,3.434318576540266,4.600268840789795,0.0,0.03999999910593033,15.706613529983732,18.75808959067272,19.18379772462726,0.9999999251564421,0.9999999801942973,1.0000000034960976,5.04078483581543,0.02242602489908358,1.0,1.0,1.0,0.0,,1.165950264249529,3.251079738140106,1.7969449646667206,3.409654607908759,warmup
5,2,6,423,75,249,3.928127799715315,2.449193102972848,1.07106648172651,0.5973534839493888,2.912914344242641,3.4296715259552,0.0,0.03999999910593033,12.884019522709906,14.479640979560793,15.241105359942996,0.9999999405521104,0.9999999931684215,1.0000000044269655,3.800705909729004,0.018827905672702292,1.0,1.0,1.0,0.0,,0.5167571817125594,2.0804824233055115,1.5241296480611763,2.542024330925611,warmup
5,2,7,423,75,249,3.476785251072475,2.10103063923972,1.0594480293137687,0.5286327387605395,2.5556263583047047,4.136532545089722,0.0,0.03999999910593033,12.203753014353438,15.324794407355043,16.80810844195194,0.9999999487758592,1.0000000003085006,1.0000000224981702,3.9510679244995117,0.018811720603569813,1.0,1.0,1.0,0.0,,1.580906186785017,2.787343442440033,1.3371851835456374,3.0659397833601942,warmup
5,2,8,423,75,249,3.2599634443010603,2.1032064301627025,0.9932411653654916,0.40058023801871706,2.5649583680289134,4.112637281417847,0.0,0.03999999910593033,9.661928616191364,13.807935788949337,14.452322451163607,0.999999931166432,0.999999993551158,1.0000000643130968,3.4042696952819824,0.014995318426718791,1.0,1.0,1.0,0.0,,1.5476789133889333,2.763448178768158,1.3420679885360325,3.0482289497750825,underfitting_risk
5,2,9,423,75,249,3.163800137383597,1.9609913315091814,1.0072698082242693,0.4274620775665556,2.4180972576141357,3.0558911561965942,0.0,0.03999999910593033,10.363183578257278,12.483712173987897,13.068119609371006,0.9999999402316424,1.0000000040818122,1.0000000045511115,3.1745455265045166,0.015474753047970505,1.0,1.0,1.0,0.0,,0.6377938985824585,1.7067020535469055,1.2652255736628462,2.2649835743522484,underfitting_risk
