horizon,fold,epoch,n_train_sub,n_val_sub,n_test_fold,train_loss_total,train_loss_reg,train_loss_bce,train_loss_rank,train_mae,val_mae,val_recall_tau16_r05,val_event_rate_tau16,grad_l2_pre_mean,grad_l2_pre_p90,grad_l2_pre_max,grad_l2_post_mean,grad_l2_post_p90,grad_l2_post_max,grad_max_abs_pre_max,grad_mean_abs_pre_mean,grad_clip_threshold,clip_fraction,is_exploding_risk,is_vanishing_risk,best_epoch_marker
5,3,27,634,113,249,2.0719048261642454,1.5381009697914123,0.52983138859272,0.15421785824000836,1.9886945843696595,2.5375068187713623,0.2,0.044247787445783615,8.09983283111255,13.22727402253928,14.45570296952017,0.9999998671836133,0.9999999550493738,0.9999999732845023,3.4115467071533203,0.012828208910716033,1.0,1.0,1.0,0.0,
5,3,28,634,113,249,1.9634086847305299,1.43876610994339,0.526745080947876,0.14899680390954018,1.8846520066261292,2.7225752472877502,0.2,0.044247787445783615,6.683901816030312,12.362669918273085,13.255958065912402,0.9999998305118758,1.0000000081932623,1.0000000802955322,3.7549450397491455,0.011471642569332533,1.0,1.0,1.0,0.0,
5,3,29,634,113,249,1.8925540804862977,1.369631278514862,0.5480498969554901,0.13863775581121446,1.805740976333618,2.784591317176819,0.2,0.044247787445783615,6.616205979153085,8.562194340251528,10.884454230646078,0.9999998768953346,0.99999995163589,0.9999999532574282,2.690404176712036,0.011601908423760392,1.0,1.0,1.0,0.0,
5,3,30,634,113,249,1.8485596299171447,1.39151930809021,0.46389164328575133,0.1276466626673937,1.8345319628715515,2.7280988693237305,0.0,0.044247787445783615,6.988328470150838,9.091122523642818,11.846854756609394,0.9999998528147771,0.9999999004455907,0.9999999486806233,3.5342345237731934,0.011333183707027131,1.0,1.0,1.0,0.0,
5,3,31,634,113,249,1.9217328429222107,1.4409348011016845,0.48399687856435775,0.13599992021918297,1.8879358530044557,2.2461224794387817,0.0,0.044247787445783615,6.268318173564911,7.59577230026911,9.644986374637568,0.9999998672503991,0.9999999138597976,0.999999955534803,2.586324691772461,0.01091469479170221,1.0,1.0,0.0,0.0,
5,3,32,634,113,249,1.8454039931297301,1.3493723154067994,0.503141975402832,0.13867606371641159,1.7849100708961487,2.975825607776642,0.0,0.044247787445783615,6.27613362557482,9.768221730756736,10.956878441519976,0.9999998453833842,0.9999999491237289,1.000000012224973,2.7714855670928955,0.011188267363953851,1.0,1.0,1.0,0.0,
5,3,33,634,113,249,1.816246259212494,1.3991093039512634,0.44321308434009554,0.10800650902092457,1.8457042694091796,3.102802276611328,0.0,0.044247787445783615,6.401426577613139,7.78299070737829,9.996799562469908,0.9999998782529141,0.9999999763957927,0.9999999874412423,2.5650320053100586,0.011036060550959117,1.0,1.0,0.0,0.0,
5,3,34,634,113,249,1.891135859489441,1.4741560578346253,0.4268748551607132,0.11489632949233056,1.9164994359016418,2.4162224531173706,0.0,0.044247787445783615,6.6862190797507255,9.902828050407527,11.216246343141172,0.9999998663971731,0.999999939822008,0.9999999398964956,2.9907116889953613,0.011180030547769476,1.0,1.0,1.0,0.0,
5,3,35,634,113,249,1.8737735152244568,1.437429702281952,0.4219995677471161,0.1308171808719635,1.8813085913658143,3.5041667819023132,0.0,0.044247787445783615,7.756048219275314,11.169757105486594,13.730799911362858,0.9999998391885665,0.9999999380189346,0.9999999463852859,3.7809994220733643,0.012552628040698083,1.0,1.0,1.0,0.0,
5,3,-1,634,113,249,,,,,,,0.2,,,,,,,,,,1.0,,,,10.0
