horizon,fold,epoch,n_train_sub,n_val_sub,n_test_fold,train_loss_total,train_loss_reg,train_loss_bce,train_loss_rank,train_mae,val_mae,val_recall_tau16_r05,val_event_rate_tau16,grad_l2_pre_mean,grad_l2_pre_p90,grad_l2_pre_max,grad_l2_post_mean,grad_l2_post_p90,grad_l2_post_max,grad_max_abs_pre_max,grad_mean_abs_pre_mean,grad_clip_threshold,clip_fraction,is_exploding_risk,is_vanishing_risk,best_epoch_marker
5,2,13,423,75,249,3.183189187731062,1.7978241784232003,0.9975740739277431,0.5620146649224418,2.2490891558783397,2.943246364593506,0.0,0.03999999910593033,11.146815729810978,15.813589802325142,16.59968546679456,0.9999999048673816,0.9999999450572872,0.9999999534229562,3.3671321868896484,0.01718651140532739,1.0,1.0,1.0,0.0,
5,2,14,423,75,249,2.981591667447771,1.9517192159380232,0.9068174873079572,0.34698709739106043,2.4074164799281528,1.8763535022735596,0.0,0.03999999910593033,9.234310214780086,10.718580251540386,10.967809133390482,0.9999998974787622,0.9999999539493717,0.9999999641413517,2.9229564666748047,0.014592342467067516,1.0,1.0,1.0,0.0,
5,2,15,423,75,249,3.0989205496651784,1.8932088783809118,0.9441210031509399,0.45659937603133066,2.3521043402808055,2.9078187942504883,0.0,0.03999999910593033,12.325639964678512,15.903066090231341,16.369061672135132,0.9999999300847355,0.99999995841681,0.9999999682786432,3.405618906021118,0.018741426973197365,1.0,1.0,1.0,0.0,
5,2,16,423,75,249,3.010982479367937,1.8755005938666207,0.9090503794806344,0.4214654096535274,2.329585313796997,1.9926815032958984,0.0,0.03999999910593033,10.906437803172578,14.380985520264465,15.490112177375604,0.9999999574084251,1.0000000396259556,1.0000000455020188,3.9320900440216064,0.01687213362308614,1.0,1.0,1.0,0.0,
5,2,17,423,75,249,2.7748172964368547,1.8351024389266968,0.8097495266369411,0.3241893265928541,2.2923614297594344,2.177487850189209,0.0,0.03999999910593033,9.162754454839066,11.718996907382678,12.901955534057588,0.9999998824147357,0.9999999149782488,0.9999999259543956,2.5863237380981445,0.014556158517386607,1.0,1.0,1.0,0.0,
5,2,18,423,75,249,2.793851443699428,1.828665018081665,0.8796928950718471,0.31240759789943695,2.280599389757429,1.7023863196372986,0.0,0.03999999910593033,9.886136508025507,11.871000925415462,12.04315237490865,0.9999999143281112,0.9999999663061311,0.999999979532731,3.005661725997925,0.01702473564313186,1.0,1.0,1.0,0.0,
5,2,19,423,75,249,2.6221631935664584,1.5991091898509435,0.8174798148018974,0.38040436804294586,2.0471275193350658,1.6627394556999207,0.0,0.03999999910593033,10.417555500704404,15.831198323572695,21.13720108590684,0.9999999249330271,0.9999999917512462,1.0000000339014143,3.4756901264190674,0.017376803886778973,1.0,1.0,1.0,0.0,
5,2,20,423,75,249,2.6211940220424106,1.7400824853352137,0.7928526060921806,0.2895713767835072,2.186856269836426,1.8299840092658997,0.0,0.03999999910593033,9.039169055508976,13.379732002209204,13.877319498463876,0.9999998667605088,0.9999999348062337,1.0000000035615813,2.215202808380127,0.01649357378595478,1.0,1.0,1.0,0.0,
5,2,21,423,75,249,2.698265995298113,1.8177691016878401,0.7991171564374652,0.2864475612129484,2.270219087600708,1.5886969566345215,0.0,0.03999999910593033,10.934259696098417,12.20033059473577,12.215448939262147,0.9999999345196586,0.9999999953204675,1.0000000310919854,2.575538158416748,0.01790081340620484,1.0,1.0,1.0,0.0,
5,2,22,423,75,249,2.4099666561399187,1.6429620129721505,0.7369684747287205,0.23201679757663182,2.0881694895880565,1.4280372858047485,0.0,0.03999999910593033,7.939889519949054,9.471569999184352,10.170151503966236,0.9999998873489461,0.9999999176910159,0.9999999336687302,2.0681874752044678,0.014732799688194331,1.0,1.0,1.0,0.0,
5,2,23,423,75,249,2.3634382826941356,1.6049514838627406,0.7073936547551837,0.23860756201403482,2.056116955620902,1.3991615176200867,0.0,0.03999999910593033,8.694959707393384,12.463556695285138,12.509313151707344,0.9999999185168874,0.9999999697151447,0.9999999824809719,2.9878036975860596,0.01438443097577227,1.0,1.0,1.0,0.0,
5,2,24,423,75,249,2.1744199310030257,1.4772807019097465,0.6658130884170532,0.2126081245286124,1.9111985308783395,1.3504192233085632,0.0,0.03999999910593033,9.847347003496344,12.593881087435744,15.612718711833768,0.9999998977766535,0.9999999701763036,1.0000000078382527,2.9632279872894287,0.01605279837608797,1.0,1.0,1.0,0.0,
5,2,25,423,75,249,2.319784300667899,1.5609278167997087,0.712278493813106,0.23677807407719748,2.0053318568638394,1.5136616230010986,0.0,0.03999999910593033,7.960699835922163,10.613736943354985,11.415839771343157,0.9999998933979567,0.9999999417575944,0.999999971256329,2.2779619693756104,0.014290188224117999,1.0,1.0,1.0,0.0,
5,2,26,423,75,249,2.308981248310634,1.58218971320561,0.6844774442059653,0.22578933941466467,2.0394070148468018,1.3767431676387787,0.0,0.03999999910593033,7.919222517391906,10.005631502662528,10.340289472670277,0.9999998782639788,0.9999999402987193,0.9999999706541298,1.7163143157958984,0.014343741937747873,1.0,1.0,1.0,0.0,
5,2,27,423,75,249,2.197398543357849,1.493604029927935,0.668014645576477,0.2164183525102479,1.9334262779780798,1.3491891026496887,0.0,0.03999999910593033,8.98272211648097,12.416161333322881,13.137841870611853,0.9999999092269827,0.9999999529800323,0.9999999569779439,2.954345703125,0.014641544503226649,1.0,1.0,1.0,0.0,
5,2,28,423,75,249,2.194350446973528,1.497043320110866,0.6409100294113159,0.22340078439031327,1.947600279535566,1.534961462020874,0.0,0.03999999910593033,8.0453455052671,11.638795852891285,13.595558291891418,0.9999999016610905,0.9999999595683666,0.999999979700078,3.47383975982666,0.013551356853363545,1.0,1.0,1.0,0.0,
5,2,-1,423,75,249,,,,,,,0.3333333333333333,,,,,,,,,,1.0,,,,3.0
5,3,0,634,113,249,13.892818164825439,11.971645259857178,1.2645390927791595,0.8303209662437439,12.471645259857178,12.391763687133789,0.0,0.044247787445783615,2.2172811352861306,2.955287418032023,3.1136557070482005,0.999999537200965,0.9999996308964229,0.9999996602854813,1.0,0.0028646841923216032,1.0,1.0,0.0,0.0,
5,3,1,634,113,249,13.064954280853271,11.428496837615967,1.2065297663211823,0.6518138974905014,11.928496837615967,11.454396724700928,0.0,0.044247787445783615,3.1794856032224947,4.829132937703628,5.273096076058775,0.9999996556983455,0.9999997937083904,0.9999998279890713,1.2661044597625732,0.00445972033116566,1.0,1.0,0.0,0.0,
5,3,2,634,113,249,10.462265491485596,8.567596197128296,1.3111214578151702,0.7914260745048523,9.063672590255738,5.596846342086792,0.0,0.044247787445783615,11.742997816535459,17.396679493827005,31.551821022323992,0.999999870682986,0.9999999484681653,0.9999999512565397,6.125728607177734,0.016534170156761584,1.0,1.0,1.0,0.0,
5,3,3,634,113,249,6.642114067077637,4.278714799880982,1.5019863545894623,1.0444338977336884,4.757615756988526,3.4832546710968018,0.0,0.044247787445783615,21.911198342320155,30.929782778595758,32.374377327990054,0.9999999980597447,1.0000000663904165,1.0000001207421219,7.267971992492676,0.033268571112618966,1.0,1.0,1.0,0.0,
5,3,4,634,113,249,4.305150890350342,2.6952423810958863,1.1750300407409668,0.6463503360748291,3.161675310134888,4.200626969337463,0.0,0.044247787445783615,12.656541985710202,15.755693711498202,15.957041333935422,0.9999999487016875,0.999999997899715,1.0000000703959107,5.171241283416748,0.01810313753171042,1.0,1.0,1.0,0.0,
5,3,5,634,113,249,3.9869154930114745,2.495650815963745,1.0787960112094879,0.6028478980064392,2.9626018524169924,3.5047436952590942,0.0,0.044247787445783615,12.455725337374023,17.79487835091305,21.536458547871614,0.9999999290176401,1.00000000958662,1.000000010459189,5.54815673828125,0.017861473631128034,1.0,1.0,1.0,0.0,
5,3,6,634,113,249,3.676897144317627,2.2170217275619506,1.046490526199341,0.5942722119390964,2.6710125684738157,3.1953022480010986,0.0,0.044247787445783615,10.504109579242233,13.29707753024631,14.514983580911661,0.9999999058348464,0.9999999856195244,0.999999986941475,3.6517958641052246,0.015518146635555941,1.0,1.0,1.0,0.0,
5,3,7,634,113,249,3.3686625957489014,2.020330047607422,1.031646764278412,0.5209603250026703,2.4743701219558716,2.743543267250061,0.0,0.044247787445783615,9.94093313106353,13.85186871674228,19.885339094183323,0.9999999342049432,0.9999999823639409,0.9999999833483287,4.195870399475098,0.014344586625201564,1.0,1.0,1.0,0.0,
5,3,8,634,113,249,3.4632495641708374,2.087033748626709,0.9800811886787415,0.5629764914512634,2.5501810550689696,2.346790075302124,0.0,0.044247787445783615,10.701236545436934,14.183929203893603,15.13174823185952,0.9999999281809899,0.9999999966000359,1.0000000164063747,3.699908494949341,0.016552281836967487,1.0,1.0,1.0,0.0,
5,3,9,634,113,249,3.084928798675537,1.8563776016235352,0.9524342775344848,0.46935050636529924,2.315449929237366,2.297539710998535,0.0,0.044247787445783615,7.8756578961336015,9.527715090064964,10.47813338732876,0.9999999064511804,0.9999999759905219,1.0000000013760655,2.581373453140259,0.01220329065539084,1.0,1.0,1.0,0.0,
5,3,10,634,113,249,3.0109631776809693,1.8380801677703857,0.9115966498851776,0.4470892667770386,2.289555382728577,2.246936559677124,0.2,0.044247787445783615,9.157542361569337,12.483057163281563,15.145704621842071,0.9999999078655545,0.9999999581657322,1.0000000440576278,3.4771251678466797,0.015028186211554162,1.0,1.0,1.0,0.0,
5,3,11,634,113,249,3.1983091115951536,1.9848210573196412,0.9817681193351746,0.44601941108703613,2.4440502882003785,2.176370143890381,0.0,0.044247787445783615,10.4805971272917,14.193245324332386,17.132256104926455,0.9999999084988485,0.9999999384053789,0.9999999473889134,3.9159629344940186,0.016127982504664243,1.0,1.0,1.0,0.0,
5,3,12,634,113,249,2.9540438413619996,1.9451449036598205,0.862971830368042,0.3507970318198204,2.394603800773621,2.1225783228874207,0.0,0.044247787445783615,9.909560232441331,13.92313605241758,14.476358995896064,0.9999999096176214,0.9999999849535296,1.0000000579410067,3.451425075531006,0.015055939869707394,1.0,1.0,1.0,0.0,
5,3,13,634,113,249,2.8207812786102293,1.738112199306488,0.8670352280139924,0.40174848437309263,2.1881777167320253,2.0089906454086304,0.0,0.044247787445783615,9.077911079874998,12.394540094614912,13.530817687453764,0.9999998904954202,0.9999999664713408,0.9999999786050464,3.287616729736328,0.013513221710043913,1.0,1.0,1.0,0.0,
5,3,14,634,113,249,2.9464796781539917,1.8851510524749755,0.893362295627594,0.37522233128547666,2.339573287963867,2.2837077975273132,0.0,0.044247787445783615,9.264797430105265,12.41788030904544,12.906818769638413,0.9999999248794615,1.0000000127334714,1.000000025851477,2.963998317718506,0.013764238798627478,1.0,1.0,1.0,0.0,
5,3,15,634,113,249,2.743398666381836,1.6959217548370362,0.8379740417003632,0.3890660613775253,2.1477824330329893,2.1267058849334717,0.0,0.044247787445783615,7.7207554406570065,9.663777655407387,9.840119774226931,0.9999998795437846,0.9999999258541692,0.9999999368865227,2.183124303817749,0.012679170093597422,1.0,1.0,0.0,0.0,
5,3,16,634,113,249,2.4509589672088623,1.5351917505264283,0.7685794651508331,0.3247281819581985,1.9746339797973633,2.379227101802826,0.0,0.044247787445783615,7.712462372635082,10.126918482188122,10.26393287127899,0.9999999041913703,1.000000019532308,1.0000000340860418,2.630615711212158,0.01228162926160067,1.0,1.0,1.0,0.0,
5,3,17,634,113,249,2.459601891040802,1.56092826128006,0.802260622382164,0.29808375537395476,2.0068797945976256,2.3814955353736877,0.0,0.044247787445783615,7.3940512633794695,10.338573144754285,10.873880283876266,0.9999998431356882,0.999999902559097,1.0000000136897143,2.4960055351257324,0.012712719553216994,1.0,1.0,1.0,0.0,
5,3,18,634,113,249,2.3345644235610963,1.5841719269752503,0.7015576362609863,0.2353270784020424,2.028478717803955,2.4263364672660828,0.0,0.044247787445783615,6.58135468355848,8.328895111791883,9.539741490788602,0.9999998701164483,0.999999945790658,1.0000000061027094,2.115880012512207,0.010998119774748353,1.0,1.0,0.0,0.0,
5,3,19,634,113,249,2.30318660736084,1.5162941813468933,0.708571058511734,0.2583927020430565,1.9659682393074036,2.2849103212356567,0.2,0.044247787445783615,7.20357102404314,9.820897943972566,10.201542735844763,0.9999998879229132,0.9999999516007833,1.0000000091486072,2.1153059005737305,0.012333858381191505,1.0,1.0,1.0,0.0,
5,3,20,634,113,249,2.4298088550567627,1.6263625741004943,0.7170923620462417,0.2665649063885212,2.076883542537689,2.633022665977478,0.0,0.044247787445783615,8.250468774147777,9.280320006475897,13.488450693988245,0.9999999201194285,0.999999961562684,1.0000000042066404,3.610128879547119,0.01345287811161868,1.0,1.0,1.0,0.0,
5,3,21,634,113,249,2.2219323992729185,1.5608156681060792,0.602980700135231,0.2138059489428997,2.007495129108429,2.4297648668289185,0.0,0.044247787445783615,8.152079959912026,11.447640725804739,16.817390636243797,0.9999998996795327,0.9999999524768997,1.000000003274181,3.588446855545044,0.013093509046904544,1.0,1.0,1.0,0.0,
5,3,22,634,113,249,2.3051624417304994,1.5796273231506348,0.6897514969110489,0.2226316064596176,2.0227720022201536,3.94928240776062,0.2,0.044247787445783615,6.88409681341758,9.94488552405817,12.122518656848442,0.9999998635470894,0.9999999161508147,0.9999999879196365,2.4475905895233154,0.012401600106771046,1.0,1.0,1.0,0.0,
5,3,23,634,113,249,2.1479312419891357,1.5449528336524962,0.6143248558044434,0.167416775226593,1.9951903820037842,2.461387872695923,0.2,0.044247787445783615,6.967395329334184,10.299622818535848,10.333462187278299,0.9999999146365484,0.9999999928238137,1.0000000624631846,2.5308377742767334,0.012238848745530767,1.0,1.0,1.0,0.0,
5,3,24,634,113,249,2.120290958881378,1.5153085827827453,0.5990114748477936,0.17541102692484856,1.9592350125312805,2.704234302043915,0.2,0.044247787445783615,8.03039720822584,12.514911060663962,15.014846526486844,0.9999998986324204,0.9999999869890416,0.9999999870447026,4.091570854187012,0.013049759020674049,1.0,1.0,1.0,0.0,
5,3,25,634,113,249,2.110874342918396,1.4870640516281128,0.597633558511734,0.18945009037852287,1.937362551689148,2.613518238067627,0.2,0.044247787445783615,7.157547291765309,9.904993262285242,11.2291794507608,0.9999998760001075,0.9999999396047297,0.9999999449146328,2.7188901901245117,0.012487647674813427,1.0,1.0,1.0,0.0,
5,3,26,634,113,249,2.1906920194625856,1.6111397981643676,0.5746421724557876,0.16769064739346504,2.0665571093559265,3.2420382499694824,0.2,0.044247787445783615,8.38147775472007,12.167178046199048,14.976950936225128,0.9999998837218428,0.9999999780175127,0.9999999975152605,3.076781988143921,0.013320400675741742,1.0,1.0,1.0,0.0,
